# {"slo_ms": 5335, "no_nexus": false, "maxb": 8, "latencies": "/workdir/DynWork/multimodal_dataset_gpu/repeat-4/Dyn_CV/Azure/classification/rdinet_cifar/latencies.csv", "bindir": "/tmp/build/nexus-bin", "pause": false, "image": "Chihuahua1_bvdb.jpg", "debug": false, "outdir": "/workdir/DynWork/multimodal_dataset_gpu/repeat-4/Dyn_CV/Azure/classification/rdinet_cifar/2_x_P99/nexus", "reqs": "/workdir/DynWork/multimodal_dataset_gpu/repeat-4/Dyn_CV/Azure/classification/rdinet_cifar/jobs.bucketed.csv", "reproducibility": {"command_line": "python dynamic_test.py --slo_ms 5335 --maxb 8 --bindir /tmp/build/nexus-bin Chihuahua1_bvdb.jpg /workdir/DynWork/multimodal_dataset_gpu/repeat-4/Dyn_CV/Azure/classification/rdinet_cifar/jobs.bucketed.csv /workdir/DynWork/multimodal_dataset_gpu/repeat-4/Dyn_CV/Azure/classification/rdinet_cifar/latencies.csv /workdir/DynWork/multimodal_dataset_gpu/repeat-4/Dyn_CV/Azure/classification/rdinet_cifar/2_x_P99/nexus", "time": "Mon Apr 18 01:41:12 2022", "git_root": "/workdir/nexus", "git_url": "https://github.com/Aetf/nexus/tree/70828a1300a1881d39f0dbfa506d0e5de92853b3", "git_has_uncommitted_changes": true}}
JobId,Length,Admitted,Started,Finished,Latency,State,EName
0,2641.0155296325684,0.0,5.027280986309052,2657.196280986309,2652.169,done,
1,466.7294025421143,357.7425513267517,722.6851660013199,5321.02516600132,4598.34,done,
2,2643.674373626709,715.4851026535034,364.06137996912,5321.37437996912,4957.313,done,
3,353.49440574646,1073.2276539802551,1081.3242589831352,5321.439258983135,4240.115,done,
4,462.7454280853272,1430.9702053070068,1440.0260319709778,5321.791031970977,3881.765,done,
5,2629.0998458862305,1788.7127566337583,1798.6842459440231,5321.989245944023,3523.305,done,
6,2641.0155296325684,2146.4553079605103,2157.351942956448,5322.346942956448,3164.995,done,
7,358.677625656128,2504.197859287262,2516.018415987492,5322.586415987493,2806.568,done,
8,574.2306709289551,2861.9404106140137,2874.7960869669914,5903.391086966991,3028.595,done,
9,436.9263648986816,3219.6829619407654,3233.2529369592667,5903.408936959267,2670.156,done,
10,493.26419830322266,3577.425513267517,3591.943466961384,5903.649466961384,2311.706,done,
11,575.2301216125488,4024.6037024259567,4040.710671007633,5903.984671007633,1863.274,done,
12,493.8216209411621,4471.781891584396,4489.44083994627,5904.16983994627,1414.729,done,
13,437.5748634338379,4918.960080742836,4937.369442999363,5904.592442999363,967.223,done,
14,357.24902153015137,5366.138269901276,5385.221820950508,6261.470820950508,876.249,done,
15,285.8710289001465,5813.316459059715,5833.773944973946,6261.483944973946,427.71,done,
16,2635.936498641968,6260.494648218155,6282.753140985966,8930.289140985966,2647.536,done,
17,2658.116102218628,6707.6728373765945,6731.406032979488,11609.327032979489,4877.921,done,
18,355.8981418609619,7154.851026535034,7479.242946982384,11609.645946982384,4130.403,done,
19,287.7767086029053,7452.969819307327,9872.996683001518,14275.832683001518,4402.836,done,
20,462.2435569763184,7751.08861207962,10471.719017982485,14276.413017982484,3804.694,done,
21,359.20000076293945,8049.207404851913,10771.087810993196,14276.434810993196,3505.347,done,
22,502.7148723602295,8347.326197624207,11011.55920100212,14276.60420100212,3265.045,done,
23,284.8334312438965,8645.4449903965,7179.868678987026,11609.798678987027,4429.93,done,
24,437.52574920654297,8943.563783168793,7778.516519010067,11610.089519010067,3831.573,done,
25,462.2435569763184,9241.682575941086,8077.813720941544,11610.322720941544,3532.509,done,
26,2640.078544616699,9539.80136871338,8377.108996987343,11610.582996987343,3233.474,done,
27,493.0143356323242,9837.920161485672,8676.43820297718,11610.89520297718,2934.457,done,
28,2631.856918334961,10136.038954257963,8975.015465974808,14275.126465974809,5300.111,done,
29,464.3683433532715,10434.157747030258,11732.275547981262,16938.008547981262,5205.733,done,
30,405.9195518493652,10732.276539802551,11972.592023968697,16938.260023968694,4965.668,done,
31,2640.6514644622803,10970.771574020386,12453.189813017843,16938.391813017843,4485.202,done,
32,463.44518661499023,11209.26660823822,13655.845522999763,19603.774522999764,5947.929,done,
33,437.8607273101807,11447.761642456057,9274.38828098774,14275.560280987738,5001.172,done,
34,440.22560119628906,11686.25667667389,9573.67155200243,14276.10455200243,4702.433,done,
35,499.5291233062744,11924.751710891724,10172.36862796545,14277.14662796545,4104.778,done,
36,437.2684955596924,12163.246745109558,11252.18203395605,16937.473033956052,5685.291,done,
37,2637.30263710022,12401.741779327393,16767.9759349823,22272.9899349823,5505.014,done,
38,447.04532623291016,12640.236813545229,11492.824203968048,16938.06120396805,5445.237,done,
39,465.43431282043457,12878.731847763062,12212.908210992811,16938.72921099281,4725.821,done,
40,576.5254497528076,13117.226881980896,12693.654496014118,16938.756496014117,4245.102,done,
41,2637.5045776367188,13355.72191619873,12934.21119594574,16938.91819594574,4004.707,done,
42,492.9049015045166,13594.216950416563,13174.813403964044,19603.518403964044,6428.705,done,
43,353.49440574646,13832.7119846344,19398.1266400218,24929.1616400218,5531.035,done,
44,494.05598640441895,14071.207018852234,13415.289788007736,19603.983788007736,6188.694,done,
45,440.22560119628906,14309.702053070068,13896.38574796915,19604.04374796915,5707.658,done,
46,285.59064865112305,14707.19377676646,14137.100213944912,19604.52721394491,5467.427,done,
47,502.1786689758301,15104.68550046285,14376.53331297636,19605.19931297636,5228.666,done,
48,356.7945957183838,15502.17722415924,14774.92879897356,19605.330798973562,4830.402,done,
49,501.4197826385498,15899.66894785563,15173.46367496252,19605.492674962523,4432.029,done,
50,575.7274627685547,16297.160671552025,15572.04864001274,22273.56064001274,6701.512,done,
51,575.3936767578125,16694.652395248413,15970.530608952044,22273.415608952044,6302.885,done,
52,495.47743797302246,17092.144118944805,16369.393472969532,22274.053472969532,5904.66,done,
53,2641.0155296325684,17489.635842641193,17166.455751001835,22274.233751001833,5107.778,done,
54,493.5934543609619,17887.127566337585,17565.1808629632,22274.797862963198,4709.617,done,
55,491.7728900909424,18244.870117664337,17963.74298095703,22275.02698095703,4311.284,done,
56,283.2503318786621,18602.61266899109,18322.65684300661,22275.308843006613,3952.652,done,
57,502.7663707733154,18960.35522031784,18681.049248933792,24929.838248933793,6248.789,done,
