,InputLen,InferenceLatency,OutputLen
290,4,57.25930398330093,9
291,20,101.70112398918718,16
292,23,45.19328702008352,7
293,13,64.79098601266742,10
294,37,57.84016998950392,9
295,10,146.11160499043763,23
296,4,38.090313028078526,6
297,36,38.73120801290497,6
298,29,114.63862797245385,18
299,10,89.04944499954581,14
300,19,89.56421195762232,14
301,5,51.09921301482245,8
302,8,152.4813079740852,24
303,30,133.56579298852012,21
304,4,25.501245050691068,4
305,14,134.38129401765764,21
306,37,96.20446799090132,15
307,13,44.69216102734208,7
308,11,108.11672901036218,17
309,7,235.68403196986765,37
310,28,152.86133700283244,24
311,8,51.28598195733503,8
312,26,38.997474999632686,6
313,24,70.91743499040604,11
314,23,96.65792196756227,15
315,17,90.09059600066394,14
316,3,114.21951500233264,18
317,9,50.85631198016927,8
318,33,57.698048010934144,9
319,6,44.65138103114441,7
320,18,95.6113210413605,15
321,4,50.67104601766914,8
322,6,140.33959398511797,22
323,18,44.85860897693783,7
324,16,121.36148405261338,19
325,3,126.73569802427664,20
326,3,38.29272597795352,6
327,4,69.83997096540406,11
328,3,38.02567796083167,6
329,5,39.015237998683006,6
330,7,76.68840698897839,12
331,8,82.60995300952345,13
332,9,127.2906119702384,20
333,6,31.866970006376505,5
334,10,50.81649398198351,8
335,5,82.79066596878693,13
336,5,178.33540798164904,28
337,24,77.64400896849111,12
338,3,114.21024095034228,18
339,13,97.0004079863429,15
340,4,31.959126994479448,5
341,16,98.86475099483503,15
342,4,63.60093900002539,10
343,9,76.18154399096966,12
344,10,70.33260399475694,11
345,25,58.089048019610345,9
346,6,70.02465799450874,11
347,6,44.58238801453263,7
348,11,45.2180000138469,7
349,4,94.98898300807924,15
350,8,76.43189700320363,12
351,6,50.9461960173212,8
352,7,38.20353402988985,6
353,9,38.30166795523837,6
354,11,152.76705601718277,24
355,7,69.94230701820925,11
356,3,152.32531499350443,24
357,7,95.41573002934456,15
358,13,76.53864403255284,12
359,9,63.65395901957527,10
360,13,161.40368802007288,25
361,7,70.02374896546826,11
362,5,134.00767900748178,21
363,4,107.9913200228475,17
364,9,95.40996397845448,15
365,12,152.8962540323846,24
366,4,133.35255294805393,21
367,8,152.52080000936985,24
368,26,51.64487002184615,8
369,44,83.43541802605614,13
370,7,76.34748297277838,12
371,11,76.62829599576071,12
372,23,57.95411200961098,9
373,13,71.53453497448936,11
374,6,82.83129800111055,13
375,5,6.566605996340513,1
376,20,152.7963820262812,24
377,5,89.02316400781274,14
378,7,82.91729702614248,13
379,29,70.27316396124661,11
380,8,31.85314702568576,5
381,8,147.47115003410727,23
382,10,64.13783598691225,10
383,28,184.53844299074265,29
384,18,95.58697999455036,15
385,12,127.35887500457466,20
386,6,63.63556301221252,10
387,3,102.74683497846128,16
388,8,77.00098201166838,12
389,14,76.78377401316538,12
390,17,76.46546000614762,12
391,5,44.54375401837751,7
392,6,133.78041895339263,21
393,4,114.30045298766343,18
394,7,114.68055396107955,18
395,37,147.0041279681027,23
396,4,31.74337698146701,5
397,3,6.4063280005939305,1
398,10,44.50108198216185,7
399,9,44.582778005860746,7
400,48,32.81542501645163,5
401,6,82.71059097023681,13
402,13,57.31518403626978,9
403,25,140.81177004845813,22
404,7,69.9336199904792,11
405,5,32.08003001054749,5
406,9,121.55789998359978,19
407,10,127.52131500747056,20
408,4,38.12568401917815,6
409,7,153.1232039560564,24
410,9,82.48623396502808,13
411,51,51.63000302854925,8
412,15,152.87658100714907,24
413,9,50.94971001381055,8
414,29,70.23672899231315,11
415,47,89.74276902154088,14
416,28,76.80914003867656,12
417,6,146.33437199518085,23
418,7,152.28136803489178,24
419,7,64.55898698186502,10
420,18,70.44526899699122,11
421,28,77.08453002851456,12
422,6,44.996365963015705,7
423,13,70.26438601315022,11
424,19,38.39261399116367,6
425,6,69.95916599407792,11
426,11,44.86328398343176,7
427,5,57.344322034623474,9
428,12,82.75290596066043,13
429,13,70.37257304182276,11
430,10,63.61568800639361,10
431,51,89.7268810076639,14
432,8,152.31138502713293,24
433,8,44.56407198449597,7
434,4,139.46006499463692,22
435,9,76.33803004864603,12
436,13,159.60893599549308,25
437,3,171.44403199199587,27
438,6,101.79213900119066,16
439,5,57.29520501336083,9
440,6,38.08764199493453,6
441,12,95.62534000724554,15
442,23,38.89625094598159,6
443,16,108.2101269857958,17
444,4,76.54358999570832,12
445,10,50.92926399083808,8
446,7,159.09319301135838,25
447,7,50.9336160030216,8
448,16,101.98235500138252,16
449,7,70.28040901059285,11
450,58,134.3754449626431,21
452,9,69.99346998054534,11
453,37,64.34205797268078,10
454,25,51.51224497240037,8
455,10,31.85098699759692,5
456,18,57.43125500157476,9
457,8,89.11644900217652,14
458,6,38.239379005972296,6
459,11,57.871074008289725,9
460,19,77.81010901089758,12
461,17,89.72652902593836,14
462,4,31.661718036048114,5
463,6,89.06822698190808,14
464,12,44.61652896134183,7
465,8,82.8524679527618,13
466,13,83.74197798548266,13
467,9,57.18514998443425,9
468,5,114.51529304031284,18
469,9,114.31991501012816,18
470,25,140.7155299675651,22
471,8,76.45769399823621,12
472,28,70.74517704313621,11
473,6,25.58713301550597,4
474,20,146.3853029999882,23
475,21,76.4877189649269,12
476,11,153.21364800911397,24
477,38,64.25447599031031,10
478,18,82.99640897894278,13
479,11,32.062864978797734,5
480,9,38.08593301801011,6
481,10,95.31703602988271,15
482,17,90.28710494749248,14
483,9,57.041842956095934,9
484,12,127.1634019794874,20
485,11,76.3845729525201,12
486,9,120.58814900228754,19
487,7,44.50724401976913,7
488,3,126.90238194772974,20
489,6,139.75888502318412,22
490,26,51.6676270053722,8
491,10,152.0476010045968,24
492,9,38.294091005809605,6
493,21,127.16137699317188,20
494,9,108.25822700280696,17
495,7,63.49631800549105,10
496,8,121.65447801817209,19
498,34,96.1209189845249,15
499,4,57.28255800204352,9
500,4,31.68065898353234,5
501,23,32.37316495506093,5
502,5,63.67067899554968,10
503,48,76.85256900731474,12
504,3,38.01466297591105,6
505,36,159.51383498031646,25
506,4,91.62422601366416,14
507,5,76.61465799901634,12
508,6,44.58692099433392,7
509,11,146.71857905341312,23
510,36,89.33867502491921,14
511,15,63.659156032372266,10
512,26,102.73235203931108,16
513,29,51.07826599851251,8
514,14,140.02375397831202,22
515,21,88.94794998923317,14
516,6,44.77840504841879,7
517,9,63.70618299115449,10
518,9,44.63162797037512,7
519,9,38.097876007668674,6
520,7,76.30465796682984,12
521,4,44.36754999915138,7
522,11,44.70633197342977,7
523,25,64.2232780228369,10
524,27,139.8003589711152,22
525,3,157.21701504662633,21
526,6,87.44347101310268,13
527,3,126.75397901330145,20
528,8,38.06794399861246,6
529,10,127.0215500262566,20
530,20,133.38786899112165,21
531,10,171.28654004773125,27
532,23,95.89951200177892,15
533,5,31.879704969469454,5
534,7,146.33484202204272,23
535,37,154.2576929787174,24
536,16,45.0749599840492,7
537,7,31.773749040439725,5
538,17,76.45198196405545,12
539,6,184.046545997262,29
540,19,38.32573298132047,6
541,6,57.35584697686136,9
542,4,6.398768979124725,1
543,7,147.88558200234547,23
544,14,98.88184297597036,15
545,4,31.718406011350453,5
546,30,57.35406599706039,9
547,17,76.72214403282851,12
548,5,50.72520603425801,8
549,15,76.45322702592239,12
550,20,70.28403400909156,11
551,6,57.164122990798205,9
552,6,159.32915802113712,25
553,14,69.9272130150348,11
554,7,76.34273095754907,12
555,29,51.17740301648155,8
556,12,152.51099201850593,24
557,9,152.26415102370083,24
558,21,89.39023700077087,14
559,4,76.44910598173738,12
560,16,57.279053959064186,9
561,20,152.59462100220844,24
562,10,153.61566003412008,24
563,4,120.602662966121,19
564,22,57.73966200649738,9
565,3,31.77911095554009,5
566,5,120.68302999250592,19
567,25,153.04016700247303,24
568,9,63.94865800393745,10
569,9,95.10517702437936,15
570,16,82.84157299203798,13
571,5,63.39590001152828,10
572,4,50.50730798393488,8
573,7,44.56596198724583,7
574,8,25.59371199458837,4
575,7,69.78606100892648,11
576,8,50.92100502224639,8
577,9,19.32362699881196,3
578,50,58.61334898509085,9
579,12,71.18509500287473,11
580,19,63.6758980108425,10
581,33,64.05554700177163,10
582,9,82.81537500442937,13
583,13,89.001601038035,14
584,10,153.09374197386205,24
585,4,44.37448095995933,7
586,3,63.59467800939456,10
587,8,88.78459699917585,14
588,6,31.72864200314507,5
589,5,44.80172600597143,7
590,8,50.776691001374274,8
591,19,76.12513401545584,12
592,23,134.0701979934238,21
593,15,152.39747299347073,24
594,10,69.84645599732175,11
595,10,63.51973296841607,10
596,6,76.40519400592893,12
597,14,126.82372401468456,20
598,5,25.64837597310543,4
599,7,38.189432001672685,6
600,4,38.01903198473156,6
601,12,44.66020001564175,7
602,10,75.9353640023619,12
603,4,50.8497420232743,8
604,5,177.59725701762363,28
605,3,83.11770501313731,13
606,12,69.9187699938193,11
607,22,70.48902998212725,11
608,3,126.70593400252984,20
609,20,139.96901898644865,22
610,10,69.68909001443535,11
611,6,57.445335027296096,9
612,6,38.17448596237227,6
613,3,139.25066799856722,22
614,8,101.62877704715356,16
615,15,63.70771204819903,10
616,41,77.15662004193291,12
617,15,57.35587398521602,9
618,11,133.586996991653,21
619,30,152.52983098616824,24
620,4,63.38045501615852,10
621,7,147.44577702367678,23
622,5,63.78819997189567,10
623,22,160.43664800236002,25
624,10,31.783636019099504,5
625,18,57.3518430464901,9
626,8,50.79240497434512,8
627,13,89.60076002404094,14
628,7,95.40859097614884,15
629,5,101.7088340013288,16
630,10,57.18004400841892,9
631,7,31.879518006462604,5
632,13,83.09663500403985,13
633,9,31.89943399047479,5
634,24,146.86718699522316,23
635,11,38.4851639973931,6
636,19,76.26782899023965,12
637,8,171.4320970349945,27
638,25,95.75331403175367,15
639,6,183.97010199259967,29
640,15,101.7734759952873,16
641,14,58.31637198571116,9
642,14,57.29631497524679,9
643,3,171.2841800181195,27
644,12,95.79658904112875,15
645,12,114.16720802662894,18
646,5,32.15094597544521,5
647,4,6.413144001271576,1
648,24,165.5844299821183,26
649,13,38.44015998765826,6
650,11,95.17697797855362,15
651,19,139.81694099493325,22
652,9,69.72395395860076,11
653,17,57.36239498946816,9
654,13,108.47344604553656,17
655,3,31.64177900180221,5
656,7,145.68969403626397,23
657,25,146.72507398063317,23
658,7,25.678265024907887,4
659,7,57.15023505035788,9
660,4,38.95971004385501,6
661,18,109.07407698687166,17
662,10,139.9934359942563,22
663,13,76.68669003760442,12
664,6,76.04903896572068,12
665,5,127.51682294765487,20
666,12,158.78796705510467,25
667,23,83.02019099937752,13
668,3,114.20374398585408,18
669,5,38.16104802535847,6
670,23,152.9323040158488,24
671,12,57.487072015646845,9
672,8,76.09494199277833,12
673,16,209.5476599643007,33
674,17,51.17368703940883,8
675,8,57.10207100491971,9
676,6,134.22863697633147,21
677,58,70.47695404617116,11
678,8,95.38243897259235,15
679,6,64.06660901848227,10
680,4,31.68842598097399,5
681,3,133.29943601274863,21
682,28,146.41409303294495,23
683,17,38.310572039335966,6
684,4,57.1711590164341,9
685,18,146.15273900562897,23
686,31,76.66766102192923,12
687,11,25.731745990924537,4
688,22,32.5398690183647,5
689,3,152.24644698901102,24
690,8,25.40528296958655,4
691,22,178.3791230409406,28
692,6,63.63011698704213,10
693,12,146.43575804075226,23
694,16,57.29685100959614,9
695,13,58.419528999365866,9
696,4,50.83330295747146,8
697,10,44.47755898581818,7
698,8,38.01280300831422,6
699,16,38.463367032818496,6
700,10,44.64289196766913,7
701,10,63.590334029868245,10
702,40,155.309098016005,24
703,7,44.91821798728779,7
704,6,38.17245695972815,6
705,6,57.08149296697229,9
706,4,57.20190599095076,9
707,5,69.83346299966797,11
708,13,57.329416973516345,9
709,11,63.87720501516014,10
710,5,158.6518230033107,25
711,7,63.74941300600767,10
712,9,139.50487895635888,22
713,5,126.86744902748616,20
714,22,134.0336559806019,21
715,7,31.791842018719763,5
716,4,94.83308700146154,15
717,6,98.52493001380935,15
718,29,89.16486502857879,14
719,9,139.6914259530604,22
720,7,76.27768901875243,12
721,41,178.31326700979844,28
722,6,38.28745801001787,6
723,37,57.92647902853787,9
724,6,57.18915699981153,9
725,24,178.4969239961356,28
726,5,32.00852498412132,5
727,6,63.53344797389582,10
728,38,70.44591498561203,11
729,24,51.445794000756,8
730,15,152.5157990399748,24
731,3,108.02441998384892,17
732,7,152.37509598955512,24
733,6,19.119916018098596,3
734,23,77.10955000948161,12
735,23,64.22785099130124,10
736,6,63.57509997906163,10
737,7,76.51409402024001,12
738,2,25.339862040709704,4
739,4,154.64864898240194,24
740,15,70.06868103053421,11
741,3,63.533486041706055,10
742,6,25.47429798869416,4
743,15,77.51266402192414,12
744,15,77.52578699728474,12
745,3,114.7967089782469,18
746,12,76.28555200062692,12
747,10,184.08142001135275,29
748,16,108.27153804711998,17
749,18,121.0469439974986,19
750,7,70.0140279950574,11
751,8,95.34442698350176,15
752,24,45.18989799544215,7
753,7,146.15161798428744,23
754,7,38.16908498993144,6
755,15,152.4810759583488,24
756,10,63.40297299902886,10
757,3,50.66118302056566,8
758,6,70.14696998521686,11
759,4,82.46339304605499,13
760,4,50.718215003144,8
761,10,57.51321499701589,9
762,24,78.26551800826564,12
763,23,76.9624329986982,12
764,7,145.94100398244336,23
765,5,152.7808849932626,24
766,9,69.87597100669518,11
767,7,25.658369006123397,4
768,15,146.19290502741933,23
769,5,63.7993779964745,10
770,5,76.4975170022808,12
771,12,140.23599005304277,22
772,17,76.8093359656632,12
773,49,64.26002102671191,10
774,5,32.007207977585495,5
775,50,26.300666038878266,4
776,14,44.65529497247189,7
777,29,51.131340966094285,8
778,19,70.06835797801614,11
779,17,82.77889195596799,13
780,4,50.61701498925686,8
781,3,126.71281897928566,20
782,8,95.10476398281752,15
783,33,165.82631802884862,26
784,3,142.64229300897568,22
785,7,50.969427975360304,8
786,3,126.97154300985858,20
787,29,76.38987101381645,12
788,7,152.63545501511544,24
789,15,70.13867102796212,11
790,40,121.25630502123386,19
791,20,38.33386499900371,6
792,8,57.05878901062533,9
793,5,102.22758498275653,16
794,50,89.46974098216742,14
795,15,114.5963800372556,18
796,48,70.50616998458281,11
797,4,82.35874300589785,13
798,4,50.57915899669752,8
799,22,76.89231197582558,12
800,21,50.94991199439392,8
801,12,63.973479031119496,10
802,17,152.54300902597606,24
803,5,76.32266904693097,12
804,21,108.35947701707482,17
805,3,114.21767401043326,18
806,9,82.50840404070914,13
807,16,58.525688014924526,9
808,6,38.199350994545966,6
809,21,63.61816800199449,10
810,6,184.0026070130989,29
811,22,184.63029799750075,29
812,10,152.52207696903497,24
813,12,146.14696003263816,23
814,13,152.60774997295812,24
815,15,51.40610900707543,8
816,7,44.685036002192646,7
817,10,147.02167100040242,23
818,16,50.94426602590829,8
819,16,95.25437001138926,15
820,6,70.25611802237108,11
821,7,57.70942900562659,9
822,6,44.91882101865485,7
823,7,32.1295169997029,5
824,17,152.7155590010807,24
825,41,70.4109919606708,11
826,20,63.77572799101472,10
827,12,70.01155597390607,11
828,37,96.76435904111712,15
829,4,38.01530500641093,6
830,9,31.809932028409094,5
831,16,57.324828987475485,9
832,11,140.1462689973414,22
833,6,25.428285007365048,4
834,30,76.47479500155896,12
835,10,31.918802007567137,5
836,15,107.98068897565828,17
837,4,44.34650100301951,7
838,12,44.7504700277932,7
839,9,152.22891297889873,24
840,6,25.440681027248505,4
841,5,88.92941300291568,14
842,3,158.3274130243808,25
843,15,44.67780701816082,7
844,27,133.6662690155208,21
845,10,44.44939398672432,7
846,17,184.10430598305535,29
847,9,88.73745799064636,14
848,13,50.86032301187515,8
849,6,127.05707200802864,20
850,17,197.91051599895584,31
851,31,69.92452504346147,11
852,10,44.781941978726536,7
853,6,50.761230988428,8
854,3,171.2021550047211,27
855,11,95.4036139883101,15
856,9,25.45980701688677,4
857,10,139.91471799090505,22
858,15,83.16090703010559,13
859,11,82.8170710010454,13
860,12,63.638622988946736,10
861,6,19.27323400741443,3
862,7,38.385019986890256,6
863,7,69.88616700982675,11
864,5,95.7977789803408,15
865,10,122.7969989995472,19
866,7,76.58867700956762,12
867,45,76.87916100258008,12
868,7,95.0591469882056,15
869,14,44.68127503059805,7
870,15,57.518914982210845,9
871,9,50.86175096221268,8
872,22,70.5972479772754,11
873,8,69.97194996802136,11
874,5,63.596134015824646,10
875,15,146.37831202708185,23
876,3,76.97357900906354,12
877,5,25.49683296820149,4
878,8,63.549202983267605,10
879,10,44.670870003756136,7
880,16,139.68498294707388,22
881,32,51.60558398347348,8
882,7,82.90391002083197,13
883,18,76.51186600560322,12
884,20,140.30333200935274,22
885,30,108.44596504466608,17
886,17,70.02792600542307,11
887,9,121.2172649684362,19
888,22,64.157092012465,10
889,7,102.11683198576792,16
890,20,38.46851596608758,6
891,17,31.99943498475477,5
892,27,51.05605302378535,8
893,13,89.40119395265356,14
894,19,38.31733303377405,6
895,7,38.21032901760191,6
896,47,159.63996102800593,25
897,6,31.83880803408101,5
898,39,51.63075705058873,8
899,10,44.62680302094668,7
900,19,64.13856300059706,10
901,32,76.77067199256271,12
902,28,77.9051459976472,12
903,25,71.23048900393769,11
904,3,114.59260003175586,18
905,5,82.95158401597291,13
906,3,101.5915860189125,16
907,5,76.52107899775729,12
908,12,38.366655993741006,6
909,4,63.353370991535485,10
910,11,44.93805899983272,7
911,7,158.7732650223188,24
912,33,149.4540040148422,23
913,9,152.65163901494816,24
914,30,97.42647904204205,15
915,3,114.8556949920021,18
916,11,44.7960119927302,7
917,22,89.9965240387246,14
918,18,38.47124200547114,6
919,3,19.12387099582702,3
920,20,101.86747997067869,16
921,21,44.8711040080525,7
922,4,50.60628399951384,8
923,5,32.024958985857666,5
924,38,165.9477889770642,26
925,7,90.20730300107972,14
926,10,38.158908020704985,6
927,4,76.43014698987827,12
928,4,120.78608700539915,19
929,18,70.2334149973467,11
930,6,82.88784703472629,13
931,25,153.2465170021169,24
932,5,184.20341901946813,29
933,12,82.8495669993572,13
934,7,76.53359702089801,12
935,8,63.49975999910384,10
936,9,38.35177200380713,6
937,16,76.8791030277498,12
938,12,76.52930001495406,12
939,4,82.61078904615715,13
940,5,133.80385201890022,21
941,4,44.400288024917245,7
942,10,51.15033499896526,8
943,28,38.711659028194845,6
944,7,120.9771009744145,19
945,14,38.307518989313394,6
946,10,76.5303319785744,12
947,9,114.24430197803304,18
948,15,70.16632502200082,11
949,40,97.06071304390208,15
950,12,76.54079695930704,12
951,15,140.6252640299499,22
952,4,44.76831003557891,7
954,12,63.54010396171361,10
955,5,38.539911969564855,6
956,3,101.4285460114479,16
957,21,51.05680500855669,8
958,19,38.490072009153664,6
959,19,70.23491500876844,11
960,44,114.49400102719665,18
961,25,77.13980303378776,12
962,28,114.42612897371872,18
963,12,38.27786404872313,6
964,15,57.36620997777209,9
965,8,114.13809104124084,18
966,7,44.52045395737514,7
967,8,66.53248803922907,10
968,54,83.26836198102683,13
969,6,31.91591403447092,5
970,19,127.17049801722168,20
971,22,197.74608296575025,31
972,7,76.29470695974305,12
973,6,51.20639695087448,8
974,22,70.85766701493412,11
975,9,145.9108949638903,23
976,4,31.787010026164356,5
977,5,89.19531101128086,14
978,19,70.26909396518022,11
979,11,57.34517000382766,9
980,26,77.00839900644496,12
981,49,26.45564795238897,4
982,9,57.2139389696531,9
983,33,89.08991503994912,14
984,8,89.22781998990104,14
985,17,152.27427397621796,24
986,7,95.50305199809372,15
987,42,83.24225299293175,13
988,20,95.41487199021503,15
989,6,153.89446500921622,24
990,4,51.4350250014104,8
991,15,63.72230302076787,10
992,8,82.80272601405159,13
993,25,95.89535900158808,15
994,3,19.133798021357507,3
995,21,59.65345801087096,9
996,9,82.48436800204217,13
997,10,133.4464990068227,21
998,15,57.28057597298175,9
999,14,82.63615402393043,13
