Idx,InputLen,InferenceLatency,InferenceLatencyP99,Admitted,Deadline
382,4,841.9635141035542,1067.8900449757896,17379.310344827587,17679.310344827587
383,5,624.3952669901773,1067.8900449757896,17413.793103448275,17713.793103448275
384,8,632.8356729354709,1067.8900449757896,17448.275862068964,17748.275862068964
385,4,579.4427810469642,1067.8900449757896,17482.758620689656,17782.758620689656
386,7,639.8834770079702,1067.8900449757896,17517.241379310344,17817.241379310344
387,10,664.9782669264823,1067.8900449757896,17551.724137931036,17851.724137931036
388,7,499.5146769797429,1067.8900449757896,17586.206896551725,17886.206896551725
389,5,879.5485829468817,1067.8900449757896,17620.689655172413,17920.689655172413
390,7,681.9034949876368,1067.8900449757896,17655.172413793105,17955.172413793105
391,6,694.1255501005799,1067.8900449757896,17689.655172413793,17989.655172413793
392,22,659.1624179854989,1067.8900449757896,17724.137931034482,18024.137931034482
393,18,626.3945950195193,1067.8900449757896,17758.620689655174,18058.620689655174
394,6,583.0525149358436,1067.8900449757896,17793.103448275862,18093.103448275862
395,18,857.0756909903139,1067.8900449757896,17827.58620689655,18127.58620689655
396,17,549.6729599544778,1067.8900449757896,17862.068965517243,18162.068965517243
397,16,531.5255320165306,1067.8900449757896,17896.55172413793,18196.55172413793
398,19,646.7905340250582,1067.8900449757896,17931.03448275862,18231.03448275862
399,11,609.9893390201032,1067.8900449757896,17965.51724137931,18265.51724137931
400,18,640.7754250103608,1067.8900449757896,18000.0,18300.0
401,19,517.7203550701961,1067.8900449757896,18050.0,18350.0
402,13,550.3587638959289,1067.8900449757896,18100.0,18400.0
403,22,488.71722107287496,1067.8900449757896,18150.0,18450.0
404,26,1096.863426966593,1067.8900449757896,18200.0,18500.0
405,20,664.5192470168695,1067.8900449757896,18250.0,18550.0
406,30,838.427601964213,1067.8900449757896,18300.0,18600.0
407,8,696.2626510066912,1067.8900449757896,18350.0,18650.0
408,11,547.5618420168757,1067.8900449757896,18400.0,18700.0
409,14,619.5450070081279,1067.8900449757896,18450.0,18750.0
410,8,612.8057889873162,1067.8900449757896,18500.0,18800.0
411,16,580.2696238970384,1067.8900449757896,18550.0,18850.0
412,9,528.006728971377,1067.8900449757896,18600.0,18900.0
413,33,678.7950720172375,1067.8900449757896,18650.0,18950.0
414,4,725.9681449504569,1067.8900449757896,18700.0,19000.0
415,21,522.5304500199854,1067.8900449757896,18750.0,19050.0
416,9,585.2421969175339,1067.8900449757896,18800.0,19100.0
417,17,478.0656850198284,1067.8900449757896,18850.0,19150.0
418,7,573.352463892661,1067.8900449757896,18900.0,19200.0
419,22,815.3223129920661,1067.8900449757896,18950.0,19250.0
420,21,593.9271519891918,1067.8900449757896,19000.0,19300.0
421,11,592.0898469630629,1067.8900449757896,19038.46153846154,19338.46153846154
422,10,817.1117509482428,1067.8900449757896,19076.923076923078,19376.923076923078
423,8,656.1773220309988,1067.8900449757896,19115.384615384617,19415.384615384617
424,6,602.8731769183651,1067.8900449757896,19153.846153846152,19453.846153846152
425,13,597.3385290708393,1067.8900449757896,19192.30769230769,19492.30769230769
426,38,926.7648089444264,1067.8900449757896,19230.76923076923,19530.76923076923
427,18,543.3999149827287,1067.8900449757896,19269.23076923077,19569.23076923077
428,13,720.6548620015383,1067.8900449757896,19307.69230769231,19607.69230769231
429,6,582.999459002167,1067.8900449757896,19346.153846153848,19646.153846153848
430,31,960.0540651008488,1067.8900449757896,19384.615384615383,19684.615384615383
431,11,545.1421859906986,1067.8900449757896,19423.076923076922,19723.076923076922
432,14,628.9438399253413,1067.8900449757896,19461.53846153846,19761.53846153846
433,22,604.8409770010039,1067.8900449757896,19500.0,19800.0
434,4,838.3835679851472,1067.8900449757896,19538.46153846154,19838.46153846154
435,25,837.5554860103875,1067.8900449757896,19576.923076923078,19876.923076923078
436,10,589.5439010346308,1067.8900449757896,19615.384615384617,19915.384615384617
437,10,516.0346199991181,1067.8900449757896,19653.846153846152,19953.846153846152
438,7,801.3130929321051,1067.8900449757896,19692.30769230769,19992.30769230769
439,12,801.0564380092546,1067.8900449757896,19730.76923076923,20030.76923076923
440,12,647.6831589825451,1067.8900449757896,19769.23076923077,20069.23076923077
441,20,597.6133000804111,1067.8900449757896,19807.69230769231,20107.69230769231
442,6,688.4212230797857,1067.8900449757896,19846.153846153848,20146.153846153848
443,8,608.365916996263,1067.8900449757896,19884.615384615383,20184.615384615383
444,35,1110.5508080217987,1067.8900449757896,19923.076923076922,20223.076923076922
445,5,581.4894250361249,1067.8900449757896,19961.53846153846,20261.53846153846
446,9,523.4394269064069,1067.8900449757896,20000.0,20300.0
447,35,903.1363910762592,1067.8900449757896,20038.46153846154,20338.46153846154
448,11,648.2008449966088,1067.8900449757896,20076.923076923078,20376.923076923078
449,23,710.6280541047454,1067.8900449757896,20115.384615384617,20415.384615384617
450,12,755.2399619016796,1067.8900449757896,20153.846153846152,20453.846153846152
451,9,646.972356014885,1067.8900449757896,20192.30769230769,20492.30769230769
452,11,454.02307191398,1067.8900449757896,20230.76923076923,20530.76923076923
453,12,703.4660259960219,1067.8900449757896,20269.23076923077,20569.23076923077
454,15,510.2275779936463,1067.8900449757896,20307.69230769231,20607.69230769231
455,6,653.3038089983165,1067.8900449757896,20346.153846153848,20646.153846153848
456,19,613.6355979833752,1067.8900449757896,20384.615384615383,20684.615384615383
457,12,524.2924500489607,1067.8900449757896,20423.076923076922,20723.076923076922
458,10,706.3731140224263,1067.8900449757896,20461.53846153846,20761.53846153846
459,3,642.2589240828529,1067.8900449757896,20500.0,20800.0
460,4,743.3332470245659,1067.8900449757896,20538.46153846154,20838.46153846154
461,13,480.8481190120801,1067.8900449757896,20576.923076923078,20876.923076923078
462,6,618.2226960081607,1067.8900449757896,20615.384615384617,20915.384615384617
463,6,758.9253799524158,1067.8900449757896,20653.846153846152,20953.846153846152
464,7,738.901350996457,1067.8900449757896,20692.30769230769,20992.30769230769
465,13,606.1839119065553,1067.8900449757896,20730.76923076923,21030.76923076923
466,9,650.3178289858624,1067.8900449757896,20769.23076923077,21069.23076923077
467,9,714.9536869255826,1067.8900449757896,20807.69230769231,21107.69230769231
468,11,754.6160269994289,1067.8900449757896,20846.153846153848,21146.153846153848
469,13,796.6591638978571,1067.8900449757896,20884.615384615383,21184.615384615383
470,34,838.1899100495502,1067.8900449757896,20923.076923076922,21223.076923076922
471,14,515.9567960072309,1067.8900449757896,20961.53846153846,21261.53846153846
472,14,440.7785789808258,1067.8900449757896,21000.0,21300.0
473,6,881.7154100397602,1067.8900449757896,21034.48275862069,21334.48275862069
474,18,488.5855820029974,1067.8900449757896,21068.96551724138,21368.96551724138
475,9,563.7766500003636,1067.8900449757896,21103.44827586207,21403.44827586207
476,10,577.7114420197904,1067.8900449757896,21137.931034482757,21437.931034482757
477,7,487.27847600821406,1067.8900449757896,21172.41379310345,21472.41379310345
478,3,618.7754860147834,1067.8900449757896,21206.896551724138,21506.896551724138
479,18,740.4963159933686,1067.8900449757896,21241.379310344826,21541.379310344826
480,17,566.5288030868396,1067.8900449757896,21275.862068965518,21575.862068965518
481,9,576.0536988964304,1067.8900449757896,21310.344827586207,21610.344827586207
482,6,670.6302911043167,1067.8900449757896,21344.827586206895,21644.827586206895
483,6,707.2005819063634,1067.8900449757896,21379.310344827587,21679.310344827587
484,10,761.0312050674111,1067.8900449757896,21413.793103448275,21713.793103448275
485,15,516.3110730936751,1067.8900449757896,21448.275862068964,21748.275862068964
486,5,660.8933509560302,1067.8900449757896,21482.758620689656,21782.758620689656
487,8,548.1405489845201,1067.8900449757896,21517.241379310344,21817.241379310344
488,4,733.5372921079397,1067.8900449757896,21551.724137931036,21851.724137931036
489,13,533.5426829988137,1067.8900449757896,21586.206896551725,21886.206896551725
490,6,663.8362670782954,1067.8900449757896,21620.689655172413,21920.689655172413
491,5,790.163783938624,1067.8900449757896,21655.172413793105,21955.172413793105
492,9,517.8029430098832,1067.8900449757896,21689.655172413793,21989.655172413793
493,10,501.9050070550293,1067.8900449757896,21724.137931034482,22024.137931034482
494,4,694.4747170200571,1067.8900449757896,21758.620689655174,22058.620689655174
495,11,600.8686099667102,1067.8900449757896,21793.103448275862,22093.103448275862
496,5,670.6638070754707,1067.8900449757896,21827.58620689655,22127.58620689655
497,22,767.6315939752385,1067.8900449757896,21862.068965517243,22162.068965517243
498,16,523.5650560352951,1067.8900449757896,21896.55172413793,22196.55172413793
499,8,634.66689910274,1067.8900449757896,21931.03448275862,22231.03448275862
500,3,801.6090580495074,1067.8900449757896,21965.51724137931,22265.51724137931
501,9,686.689255060628,1067.8900449757896,22000.0,22300.0
502,24,535.1328619290143,1067.8900449757896,22029.41176470588,22329.41176470588
503,20,665.1939389994368,1067.8900449757896,22058.823529411766,22358.823529411766
504,14,529.4043580070138,1067.8900449757896,22088.235294117647,22388.235294117647
505,18,623.63731500227,1067.8900449757896,22117.647058823528,22417.647058823528
506,4,688.6405328987166,1067.8900449757896,22147.058823529413,22447.058823529413
507,19,584.1279149753973,1067.8900449757896,22176.470588235294,22476.470588235294
508,11,613.5582509450614,1067.8900449757896,22205.882352941175,22505.882352941175
509,11,547.3542039981112,1067.8900449757896,22235.29411764706,22535.29411764706
510,9,697.0926889916882,1067.8900449757896,22264.70588235294,22564.70588235294
511,21,586.1168040428311,1067.8900449757896,22294.117647058825,22594.117647058825
512,4,607.40044596605,1067.8900449757896,22323.529411764706,22623.529411764706
513,20,674.307938083075,1067.8900449757896,22352.941176470587,22652.941176470587
514,12,594.1355950199068,1067.8900449757896,22382.352941176472,22682.352941176472
515,15,772.5281419698149,1067.8900449757896,22411.764705882353,22711.764705882353
516,15,521.5936989989132,1067.8900449757896,22441.176470588234,22741.176470588234
517,6,697.8081490378827,1067.8900449757896,22470.58823529412,22770.58823529412
518,12,510.9999219421297,1067.8900449757896,22500.0,22800.0
519,32,1078.6965580191463,1067.8900449757896,22529.41176470588,22829.41176470588
520,20,612.2345649637282,1067.8900449757896,22558.823529411766,22858.823529411766
521,20,499.9403569381684,1067.8900449757896,22588.235294117647,22888.235294117647
522,23,749.2884090170264,1067.8900449757896,22617.647058823528,22917.647058823528
523,18,630.0696750404313,1067.8900449757896,22647.058823529413,22947.058823529413
524,24,735.5718819890171,1067.8900449757896,22676.470588235294,22976.470588235294
525,28,760.7926859054714,1067.8900449757896,22705.882352941175,23005.882352941175
526,6,654.0142460726202,1067.8900449757896,22735.29411764706,23035.29411764706
527,3,670.8750810939819,1067.8900449757896,22764.70588235294,23064.70588235294
528,12,572.7343369508162,1067.8900449757896,22794.117647058825,23094.117647058825
529,12,627.6396790053695,1067.8900449757896,22823.529411764706,23123.529411764706
530,15,698.5212500439957,1067.8900449757896,22852.941176470587,23152.941176470587
531,20,458.0164109356701,1067.8900449757896,22882.352941176472,23182.352941176472
532,32,1023.1412480352446,1067.8900449757896,22911.764705882353,23211.764705882353
533,19,712.1474699815735,1067.8900449757896,22941.176470588234,23241.176470588234
534,18,525.1805169973522,1067.8900449757896,22970.58823529412,23270.58823529412
535,6,742.9944430477917,1067.8900449757896,23000.0,23300.0
536,15,518.5387450037524,1067.8900449757896,23038.46153846154,23338.46153846154
537,4,801.3830349082127,1067.8900449757896,23076.923076923078,23376.923076923078
538,16,677.6649450184777,1067.8900449757896,23115.384615384617,23415.384615384617
539,17,511.25409302767366,1067.8900449757896,23153.846153846152,23453.846153846152
540,21,592.7658330183476,1067.8900449757896,23192.30769230769,23492.30769230769
541,21,753.4320479026064,1067.8900449757896,23230.76923076923,23530.76923076923
542,3,797.6126309949905,1067.8900449757896,23269.23076923077,23569.23076923077
543,5,690.1275330455974,1067.8900449757896,23307.69230769231,23607.69230769231
544,6,648.6350549384952,1067.8900449757896,23346.153846153848,23646.153846153848
545,14,535.1651340024546,1067.8900449757896,23384.615384615383,23684.615384615383
546,3,719.9352820171043,1067.8900449757896,23423.076923076922,23723.076923076922
547,39,852.474240004085,1067.8900449757896,23461.53846153846,23761.53846153846
548,13,497.2158840391785,1067.8900449757896,23500.0,23800.0
549,8,609.4716469524428,1067.8900449757896,23538.46153846154,23838.46153846154
550,10,600.8806530153379,1067.8900449757896,23576.923076923078,23876.923076923078
551,6,589.6792799467221,1067.8900449757896,23615.384615384617,23915.384615384617
552,19,689.9275569012389,1067.8900449757896,23653.846153846152,23953.846153846152
553,29,881.9343110080808,1067.8900449757896,23692.30769230769,23992.30769230769
554,13,625.6503131007776,1067.8900449757896,23730.76923076923,24030.76923076923
555,9,639.7547030355781,1067.8900449757896,23769.23076923077,24069.23076923077
556,14,559.6789120463654,1067.8900449757896,23807.69230769231,24107.69230769231
557,8,588.4715280262753,1067.8900449757896,23846.153846153848,24146.153846153848
558,36,800.9540570201352,1067.8900449757896,23884.615384615383,24184.615384615383
559,3,662.6307929400355,1067.8900449757896,23923.076923076922,24223.076923076922
560,41,1184.1565500944853,1067.8900449757896,23961.53846153846,24261.53846153846
561,46,973.1959300115705,1067.8900449757896,24000.0,24300.0
562,22,647.5985560100526,1067.8900449757896,24058.823529411766,24358.823529411766
563,27,1114.1368759563193,1067.8900449757896,24117.647058823528,24417.647058823528
564,16,631.0048520099372,1067.8900449757896,24176.470588235294,24476.470588235294
565,16,756.7078940337524,1067.8900449757896,24235.29411764706,24535.29411764706
566,14,547.1174659905955,1067.8900449757896,24294.117647058825,24594.117647058825
567,7,670.4364620381966,1067.8900449757896,24352.941176470587,24652.941176470587
568,18,644.3092370172963,1067.8900449757896,24411.764705882353,24711.764705882353
569,30,806.7965270020068,1067.8900449757896,24470.58823529412,24770.58823529412
570,10,543.0965550476685,1067.8900449757896,24529.41176470588,24829.41176470588
571,5,686.8581570452079,1067.8900449757896,24588.235294117647,24888.235294117647
572,13,548.0529370252043,1067.8900449757896,24647.058823529413,24947.058823529413
573,17,579.5354549773037,1067.8900449757896,24705.882352941175,25005.882352941175
574,5,579.9239269690588,1067.8900449757896,24764.70588235294,25064.70588235294
575,3,847.3667870275676,1067.8900449757896,24823.529411764706,25123.529411764706
576,6,611.3366120262071,1067.8900449757896,24882.352941176472,25182.352941176472
577,28,712.7084280364215,1067.8900449757896,24941.176470588234,25241.176470588234
578,6,605.898623005487,1067.8900449757896,25000.0,25300.0
579,6,605.7666760170832,1067.8900449757896,25045.454545454544,25345.454545454544
580,26,830.913181998767,1067.8900449757896,25090.909090909092,25390.909090909092
581,13,649.404589086771,1067.8900449757896,25136.363636363636,25436.363636363636
582,13,691.5488539962098,1067.8900449757896,25181.81818181818,25481.81818181818
583,8,767.1193010173738,1067.8900449757896,25227.272727272728,25527.272727272728
584,2,817.0976500259712,1067.8900449757896,25272.727272727272,25572.727272727272
585,6,808.2306860014796,1067.8900449757896,25318.18181818182,25618.18181818182
586,15,552.6236579753458,1067.8900449757896,25363.636363636364,25663.636363636364
587,11,739.7497369674966,1067.8900449757896,25409.090909090908,25709.090909090908
588,6,670.6450750352815,1067.8900449757896,25454.545454545456,25754.545454545456
589,8,718.4761960525066,1067.8900449757896,25500.0,25800.0
590,4,648.2204250060022,1067.8900449757896,25545.454545454544,25845.454545454544
591,6,870.2284400351346,1067.8900449757896,25590.909090909092,25890.909090909092
592,4,599.8683100333437,1067.8900449757896,25636.363636363636,25936.363636363636
593,13,555.7426889427006,1067.8900449757896,25681.81818181818,25981.81818181818
594,10,511.9513319805265,1067.8900449757896,25727.272727272728,26027.272727272728
595,19,635.3882719995454,1067.8900449757896,25772.727272727272,26072.727272727272
596,6,606.079003890045,1067.8900449757896,25818.18181818182,26118.18181818182
597,9,493.6718730023131,1067.8900449757896,25863.636363636364,26163.636363636364
598,35,843.9312299015,1067.8900449757896,25909.090909090908,26209.090909090908
599,12,778.2446730416268,1067.8900449757896,25954.545454545456,26254.545454545456
600,4,655.55788599886,1067.8900449757896,26000.0,26300.0
601,49,1049.4897660100833,1067.8900449757896,26041.666666666668,26341.666666666668
602,14,782.3273609392345,1067.8900449757896,26083.333333333332,26383.333333333332
603,8,678.4595299977809,1067.8900449757896,26125.0,26425.0
604,18,630.6589439045638,1067.8900449757896,26166.666666666668,26466.666666666668
605,9,541.6550011141226,1067.8900449757896,26208.333333333332,26508.333333333332
606,6,741.0103910369799,1067.8900449757896,26250.0,26550.0
607,6,779.7005900647491,1067.8900449757896,26291.666666666668,26591.666666666668
608,5,642.3787119565532,1067.8900449757896,26333.333333333332,26633.333333333332
609,7,798.6083360156044,1067.8900449757896,26375.0,26675.0
610,11,647.5934470072389,1067.8900449757896,26416.666666666668,26716.666666666668
611,6,574.8663999838755,1067.8900449757896,26458.333333333332,26758.333333333332
612,42,892.1868100296706,1067.8900449757896,26500.0,26800.0
613,18,797.7594990516081,1067.8900449757896,26541.666666666668,26841.666666666668
614,9,639.1473290277645,1067.8900449757896,26583.333333333332,26883.333333333332
615,9,438.3452810579911,1067.8900449757896,26625.0,26925.0
616,18,685.155579005368,1067.8900449757896,26666.666666666668,26966.666666666668
617,20,471.6590859461576,1067.8900449757896,26708.333333333332,27008.333333333332
618,6,558.2110029645264,1067.8900449757896,26750.0,27050.0
619,8,789.4084269646555,1067.8900449757896,26791.666666666668,27091.666666666668
620,9,548.8545229891315,1067.8900449757896,26833.333333333332,27133.333333333332
621,10,640.0721509708092,1067.8900449757896,26875.0,27175.0
622,4,742.2086080769077,1067.8900449757896,26916.666666666668,27216.666666666668
623,13,531.416732002981,1067.8900449757896,26958.333333333332,27258.333333333332
624,28,759.9152789916843,1067.8900449757896,27000.0,27300.0
625,7,554.1935530491173,1067.8900449757896,27038.46153846154,27338.46153846154
626,13,715.5539490049705,1067.8900449757896,27076.923076923078,27376.923076923078
627,7,609.4814039533958,1067.8900449757896,27115.384615384617,27415.384615384617
628,5,719.7105770464987,1067.8900449757896,27153.846153846152,27453.846153846152
629,5,641.8357170186937,1067.8900449757896,27192.30769230769,27492.30769230769
630,8,640.8764939988032,1067.8900449757896,27230.76923076923,27530.76923076923
631,7,649.1420400561765,1067.8900449757896,27269.23076923077,27569.23076923077
632,13,544.8862090706825,1067.8900449757896,27307.69230769231,27607.69230769231
633,9,501.94446300156415,1067.8900449757896,27346.153846153848,27646.153846153848
634,13,553.0981230549514,1067.8900449757896,27384.615384615383,27684.615384615383
635,35,968.1067160563543,1067.8900449757896,27423.076923076922,27723.076923076922
636,9,642.5760599086061,1067.8900449757896,27461.53846153846,27761.53846153846
637,4,759.6130849560723,1067.8900449757896,27500.0,27800.0
638,5,545.3519020229578,1067.8900449757896,27538.46153846154,27838.46153846154
639,16,512.0397679274902,1067.8900449757896,27576.923076923078,27876.923076923078
640,6,605.6634109700099,1067.8900449757896,27615.384615384617,27915.384615384617
641,24,695.2017659787089,1067.8900449757896,27653.846153846152,27953.846153846152
642,8,574.9284289777279,1067.8900449757896,27692.30769230769,27992.30769230769
643,30,1007.9295489704236,1067.8900449757896,27730.76923076923,28030.76923076923
644,16,747.956840088591,1067.8900449757896,27769.23076923077,28069.23076923077
645,19,584.22821899876,1067.8900449757896,27807.69230769231,28107.69230769231
646,6,844.8646370088682,1067.8900449757896,27846.153846153848,28146.153846153848
647,5,617.0309650478885,1067.8900449757896,27884.615384615383,28184.615384615383
648,5,685.2635170798749,1067.8900449757896,27923.076923076922,28223.076923076922
649,44,854.6483319951221,1067.8900449757896,27961.53846153846,28261.53846153846
650,9,565.5147640500218,1067.8900449757896,28000.0,28300.0
651,26,901.7559320200236,1067.8900449757896,28045.454545454544,28345.454545454544
652,29,844.7030510287732,1067.8900449757896,28090.909090909092,28390.909090909092
653,8,547.21980902832,1067.8900449757896,28136.363636363636,28436.363636363636
654,4,610.0800469284877,1067.8900449757896,28181.81818181818,28481.81818181818
655,4,810.7986019458622,1067.8900449757896,28227.272727272728,28527.272727272728
656,25,837.8583849407732,1067.8900449757896,28272.727272727272,28572.727272727272
657,7,530.8709240052849,1067.8900449757896,28318.18181818182,28618.18181818182
658,13,661.2391991075128,1067.8900449757896,28363.636363636364,28663.636363636364
659,16,511.1382759641856,1067.8900449757896,28409.090909090908,28709.090909090908
660,3,841.8014970375225,1067.8900449757896,28454.545454545456,28754.545454545456
661,6,764.0461579430848,1067.8900449757896,28500.0,28800.0
662,6,659.4281210564077,1067.8900449757896,28545.454545454544,28845.454545454544
663,8,670.1870399992913,1067.8900449757896,28590.909090909092,28890.909090909092
664,31,678.8264350034297,1067.8900449757896,28636.363636363636,28936.363636363636
665,18,646.6966290026903,1067.8900449757896,28681.81818181818,28981.81818181818
666,15,693.9812230411917,1067.8900449757896,28727.272727272728,29027.272727272728
667,6,825.2694050315768,1067.8900449757896,28772.727272727272,29072.727272727272
668,3,569.9882119661197,1067.8900449757896,28818.18181818182,29118.18181818182
669,11,500.9966780198738,1067.8900449757896,28863.636363636364,29163.636363636364
670,13,591.8261379702017,1067.8900449757896,28909.090909090908,29209.090909090908
671,23,674.7729139169678,1067.8900449757896,28954.545454545456,29254.545454545456
672,8,750.5345219979063,1067.8900449757896,29000.0,29300.0
673,8,508.2378539955244,1067.8900449757896,29043.478260869564,29343.478260869564
674,14,605.9764350065961,1067.8900449757896,29086.956521739132,29386.956521739132
675,8,605.5844000075012,1067.8900449757896,29130.434782608696,29430.434782608696
676,40,979.0006789844484,1067.8900449757896,29173.91304347826,29473.91304347826
677,21,666.4256569929421,1067.8900449757896,29217.391304347828,29517.391304347828
678,6,684.1932910028845,1067.8900449757896,29260.869565217392,29560.869565217392
679,46,908.6257829330862,1067.8900449757896,29304.347826086956,29604.347826086956
680,13,548.4009790234268,1067.8900449757896,29347.82608695652,29647.82608695652
681,8,706.2439490109682,1067.8900449757896,29391.304347826088,29691.304347826088
682,4,827.2010849323124,1067.8900449757896,29434.782608695652,29734.782608695652
683,10,736.6899929475039,1067.8900449757896,29478.260869565216,29778.260869565216
684,5,787.3153249965981,1067.8900449757896,29521.739130434784,29821.739130434784
685,5,792.6811160286888,1067.8900449757896,29565.217391304348,29865.217391304348
686,17,568.9971189713106,1067.8900449757896,29608.695652173912,29908.695652173912
687,5,704.5480329543352,1067.8900449757896,29652.17391304348,29952.17391304348
688,4,681.9031359627843,1067.8900449757896,29695.652173913044,29995.652173913044
689,3,605.8154030470178,1067.8900449757896,29739.130434782608,30039.130434782608
690,14,782.277183025144,1067.8900449757896,29782.608695652176,30082.608695652176
691,10,608.885232009925,1067.8900449757896,29826.08695652174,30126.08695652174
692,8,639.4149259431288,1067.8900449757896,29869.565217391304,30169.565217391304
693,10,693.2102920254692,1067.8900449757896,29913.043478260868,30213.043478260868
694,12,543.3097300119698,1067.8900449757896,29956.521739130436,30256.521739130436
695,49,926.0992750059812,1067.8900449757896,30000.0,30300.0
696,17,490.8423380693421,1067.8900449757896,30066.666666666668,30366.666666666668
697,11,616.1321019753814,1067.8900449757896,30133.333333333332,30433.333333333332
698,10,584.5485969912261,1067.8900449757896,30200.0,30500.0
699,20,626.7983709694818,1067.8900449757896,30266.666666666668,30566.666666666668
700,3,727.8436670312658,1067.8900449757896,30333.333333333332,30633.333333333332
701,11,556.5094170160592,1067.8900449757896,30400.0,30700.0
702,3,655.2644959883764,1067.8900449757896,30466.666666666668,30766.666666666668
703,6,888.6923770187423,1067.8900449757896,30533.333333333332,30833.333333333332
704,9,578.8559779757634,1067.8900449757896,30600.0,30900.0
705,7,659.1091520385817,1067.8900449757896,30666.666666666668,30966.666666666668
706,25,882.0333499461412,1067.8900449757896,30733.333333333332,31033.333333333332
707,18,534.5855690538883,1067.8900449757896,30800.0,31100.0
708,4,746.5118039399385,1067.8900449757896,30866.666666666668,31166.666666666668
709,17,665.172848966904,1067.8900449757896,30933.333333333332,31233.333333333332
710,6,679.4622980523854,1067.8900449757896,31000.0,31300.0
711,27,879.3308789609,1067.8900449757896,31062.5,31362.5
712,20,577.4115539388731,1067.8900449757896,31125.0,31425.0
713,7,631.1488699866459,1067.8900449757896,31187.5,31487.5
714,5,860.8199679292738,1067.8900449757896,31250.0,31550.0
715,16,460.0167869357392,1067.8900449757896,31312.5,31612.5
716,11,650.4981749458238,1067.8900449757896,31375.0,31675.0
717,10,705.5054130032659,1067.8900449757896,31437.5,31737.5
718,12,540.1949910447001,1067.8900449757896,31500.0,31800.0
719,12,605.6728820549324,1067.8900449757896,31562.5,31862.5
720,19,465.3377750655636,1067.8900449757896,31625.0,31925.0
721,18,640.9314279444516,1067.8900449757896,31687.5,31987.5
722,12,619.2438160069287,1067.8900449757896,31750.0,32050.0
723,6,846.5435550315306,1067.8900449757896,31812.5,32112.5
724,7,899.2565729422495,1067.8900449757896,31875.0,32175.0
725,22,619.7623300831765,1067.8900449757896,31937.5,32237.5
726,10,655.3104590857401,1067.8900449757896,32000.0,32300.0
727,7,624.8828680254519,1067.8900449757896,32062.5,32362.5
728,8,631.798070971854,1067.8900449757896,32125.0,32425.0
729,6,624.9356119660661,1067.8900449757896,32187.5,32487.5
730,9,483.9317830046639,1067.8900449757896,32250.0,32550.0
731,23,616.6401340160519,1067.8900449757896,32312.5,32612.5
732,11,619.4832930341363,1067.8900449757896,32375.0,32675.0
733,13,542.482785996981,1067.8900449757896,32437.5,32737.5
734,13,673.6995830433443,1067.8900449757896,32500.0,32800.0
735,8,642.963467980735,1067.8900449757896,32562.5,32862.5
736,4,666.8504100525752,1067.8900449757896,32625.0,32925.0
737,19,526.2173590017483,1067.8900449757896,32687.5,32987.5
738,6,642.9353160783648,1067.8900449757896,32750.0,33050.0
739,9,577.2590879350901,1067.8900449757896,32812.5,33112.5
740,6,661.9618120603263,1067.8900449757896,32875.0,33175.0
741,8,596.4811909943819,1067.8900449757896,32937.5,33237.5
742,19,668.1791059672832,1067.8900449757896,33000.0,33300.0
743,7,554.4939480023459,1067.8900449757896,33111.11111111111,33411.11111111111
744,12,708.255831967108,1067.8900449757896,33222.22222222222,33522.22222222222
745,11,626.367027987726,1067.8900449757896,33333.333333333336,33633.333333333336
746,43,1044.0516439266505,1067.8900449757896,33444.444444444445,33744.444444444445
747,4,610.5055999942124,1067.8900449757896,33555.555555555555,33855.555555555555
748,11,591.2001199321821,1067.8900449757896,33666.666666666664,33966.666666666664
749,8,638.559426064603,1067.8900449757896,33777.77777777778,34077.77777777778
750,25,623.371812980622,1067.8900449757896,33888.88888888889,34188.88888888889
751,7,801.7126210033894,1067.8900449757896,34000.0,34300.0
752,7,606.8160471040756,1067.8900449757896,34100.0,34400.0
753,16,660.3130330331624,1067.8900449757896,34200.0,34500.0
754,6,638.0552629707381,1067.8900449757896,34300.0,34600.0
755,25,742.9110190132633,1067.8900449757896,34400.0,34700.0
756,39,883.5943900048733,1067.8900449757896,34500.0,34800.0
757,22,603.3424759516492,1067.8900449757896,34600.0,34900.0
758,4,592.058461974375,1067.8900449757896,34700.0,35000.0
759,10,578.515195986256,1067.8900449757896,34800.0,35100.0
760,3,690.5300070066005,1067.8900449757896,34900.0,35200.0
761,4,817.3974480014294,1067.8900449757896,35000.0,35300.0
762,5,616.2837470183149,1067.8900449757896,35200.0,35500.0
763,3,582.0044620195404,1067.8900449757896,35400.0,35700.0
764,13,782.9290559748188,1067.8900449757896,35600.0,35900.0
765,20,662.2701829764992,1067.8900449757896,35800.0,36100.0
766,21,771.1997410515323,1067.8900449757896,36000.0,36300.0
767,11,555.9115030337125,1067.8900449757896,36111.11111111111,36411.11111111111
768,7,663.9923669863492,1067.8900449757896,36222.22222222222,36522.22222222222
769,40,877.7554439147934,1067.8900449757896,36333.333333333336,36633.333333333336
770,19,598.4711060300469,1067.8900449757896,36444.444444444445,36744.444444444445
771,31,705.1455329637975,1067.8900449757896,36555.555555555555,36855.555555555555
772,6,657.7792639145628,1067.8900449757896,36666.666666666664,36966.666666666664
773,6,671.2202889611945,1067.8900449757896,36777.77777777778,37077.77777777778
774,20,648.8487710012123,1067.8900449757896,36888.88888888889,37188.88888888889
775,32,868.1773549178615,1067.8900449757896,37000.0,37300.0
