Idx,InputLen,InferenceLatency,InferenceLatencyP99,Admitted,Deadline
86,10,641.9310059864074,1067.8900449757896,4666.666666666667,4966.666666666667
87,6,567.5847040256485,1067.8900449757896,4700.0,5000.0
88,7,682.0856030099094,1067.8900449757896,4733.333333333333,5033.333333333333
89,7,513.10351700522,1067.8900449757896,4766.666666666667,5066.666666666667
90,14,525.1852590590715,1067.8900449757896,4800.0,5100.0
91,28,975.1235409639776,1067.8900449757896,4833.333333333333,5133.333333333333
92,4,644.9791369959712,1067.8900449757896,4866.666666666667,5166.666666666667
93,22,506.9774419534952,1067.8900449757896,4900.0,5200.0
94,11,662.7114879665896,1067.8900449757896,4933.333333333333,5233.333333333333
95,14,617.4448679666966,1067.8900449757896,4966.666666666667,5266.666666666667
96,26,1005.6107520358636,1067.8900449757896,5000.0,5300.0
97,12,706.5286979777738,1067.8900449757896,5071.428571428572,5371.428571428572
98,17,677.3021679837257,1067.8900449757896,5142.857142857143,5442.857142857143
99,15,574.5914300205186,1067.8900449757896,5214.285714285715,5514.285714285715
100,9,714.608400943689,1067.8900449757896,5285.714285714285,5585.714285714285
101,38,915.4638330219314,1067.8900449757896,5357.142857142857,5657.142857142857
102,35,689.3800760153681,1067.8900449757896,5428.571428571428,5728.571428571428
103,4,631.048945011571,1067.8900449757896,5500.0,5800.0
104,17,622.5296549964696,1067.8900449757896,5571.428571428572,5871.428571428572
105,5,606.1711460351944,1067.8900449757896,5642.857142857143,5942.857142857143
106,13,655.6248420383781,1067.8900449757896,5714.285714285715,6014.285714285715
107,17,592.7133070072159,1067.8900449757896,5785.714285714286,6085.714285714286
108,15,617.161053000018,1067.8900449757896,5857.142857142857,6157.142857142857
109,6,760.2845800574869,1067.8900449757896,5928.571428571428,6228.571428571428
110,11,575.6173030240461,1067.8900449757896,6000.0,6300.0
111,3,807.1295919362456,1067.8900449757896,6034.482758620689,6334.482758620689
112,3,802.7016139822081,1067.8900449757896,6068.9655172413795,6368.9655172413795
113,3,625.6526439683512,1067.8900449757896,6103.448275862069,6403.448275862069
114,22,512.2424839064479,1067.8900449757896,6137.931034482759,6437.931034482759
115,24,624.6252789860591,1067.8900449757896,6172.413793103448,6472.413793103448
116,13,649.5033410610631,1067.8900449757896,6206.896551724138,6506.896551724138
117,10,486.9089389685541,1067.8900449757896,6241.379310344828,6541.379310344828
118,12,794.9147409526631,1067.8900449757896,6275.862068965517,6575.862068965517
119,20,797.0342630287632,1067.8900449757896,6310.3448275862065,6610.3448275862065
120,6,497.0606650458649,1067.8900449757896,6344.827586206897,6644.827586206897
121,45,778.3361729234457,1067.8900449757896,6379.310344827586,6679.310344827586
122,33,883.5819149389863,1067.8900449757896,6413.793103448276,6713.793103448276
123,3,725.1469929469749,1067.8900449757896,6448.275862068966,6748.275862068966
124,11,586.190885049291,1067.8900449757896,6482.758620689655,6782.758620689655
125,29,830.9158449992537,1067.8900449757896,6517.241379310345,6817.241379310345
126,7,610.1854820735753,1067.8900449757896,6551.724137931034,6851.724137931034
127,20,706.7401920212433,1067.8900449757896,6586.206896551725,6886.206896551725
128,22,660.1976989768445,1067.8900449757896,6620.689655172414,6920.689655172414
129,21,602.2487600566819,1067.8900449757896,6655.172413793103,6955.172413793103
130,8,628.8419089978561,1067.8900449757896,6689.6551724137935,6989.6551724137935
131,3,618.8557200366631,1067.8900449757896,6724.137931034483,7024.137931034483
132,17,593.5363229364157,1067.8900449757896,6758.620689655172,7058.620689655172
133,19,710.1836560759693,1067.8900449757896,6793.103448275862,7093.103448275862
134,10,688.2202529814094,1067.8900449757896,6827.586206896552,7127.586206896552
135,25,766.3182179676369,1067.8900449757896,6862.068965517242,7162.068965517242
136,6,667.5250430125743,1067.8900449757896,6896.551724137931,7196.551724137931
137,7,716.2984049646184,1067.8900449757896,6931.0344827586205,7231.0344827586205
138,6,795.0738579966128,1067.8900449757896,6965.517241379311,7265.517241379311
139,3,671.2329160654917,1067.8900449757896,7000.0,7300.0
140,3,693.7758410349488,1067.8900449757896,7062.5,7362.5
141,10,554.8016619868577,1067.8900449757896,7125.0,7425.0
142,10,632.2903969557956,1067.8900449757896,7187.5,7487.5
143,13,595.4790289979428,1067.8900449757896,7250.0,7550.0
144,6,581.5516950096935,1067.8900449757896,7312.5,7612.5
145,16,535.3686300804839,1067.8900449757896,7375.0,7675.0
146,19,665.1269120629877,1067.8900449757896,7437.5,7737.5
147,40,735.5772089213133,1067.8900449757896,7500.0,7800.0
148,6,695.501561043784,1067.8900449757896,7562.5,7862.5
149,10,630.4629909573123,1067.8900449757896,7625.0,7925.0
150,7,873.8818999845535,1067.8900449757896,7687.5,7987.5
151,4,660.7633420499042,1067.8900449757896,7750.0,8050.0
152,7,605.695509002544,1067.8900449757896,7812.5,8112.5
153,5,560.3596119908616,1067.8900449757896,7875.0,8175.0
154,7,623.5182259697467,1067.8900449757896,7937.5,8237.5
155,34,810.7849939260632,1067.8900449757896,8000.0,8300.0
156,23,743.4047849383205,1067.8900449757896,8052.631578947368,8352.631578947368
157,23,559.4007410109043,1067.8900449757896,8105.263157894737,8405.263157894737
158,50,1238.3715980686247,1067.8900449757896,8157.894736842105,8457.894736842105
159,15,556.7199219949543,1067.8900449757896,8210.526315789473,8510.526315789473
160,4,831.3149840105325,1067.8900449757896,8263.157894736842,8563.157894736842
161,4,568.1598669616506,1067.8900449757896,8315.78947368421,8615.78947368421
162,8,611.6752410307527,1067.8900449757896,8368.421052631578,8668.421052631578
163,49,919.014556100592,1067.8900449757896,8421.052631578947,8721.052631578947
164,17,634.0952679747716,1067.8900449757896,8473.684210526315,8773.684210526315
165,20,534.0685299597681,1067.8900449757896,8526.315789473683,8826.315789473683
166,18,544.7802559938282,1067.8900449757896,8578.947368421053,8878.947368421053
167,12,449.1570950485766,1067.8900449757896,8631.578947368422,8931.578947368422
168,8,684.2267150059342,1067.8900449757896,8684.21052631579,8984.21052631579
169,11,420.2034870395437,1067.8900449757896,8736.842105263158,9036.842105263158
170,4,575.1662660622969,1067.8900449757896,8789.473684210527,9089.473684210527
171,10,523.4144969144836,1067.8900449757896,8842.105263157895,9142.105263157895
172,4,774.7914679348469,1067.8900449757896,8894.736842105263,9194.736842105263
173,7,807.6863839523867,1067.8900449757896,8947.368421052632,9247.368421052632
174,7,594.9813569895923,1067.8900449757896,9000.0,9300.0
175,10,568.2195869740099,1067.8900449757896,9043.478260869566,9343.478260869566
176,9,678.0392300570384,1067.8900449757896,9086.95652173913,9386.95652173913
177,9,637.8168649971485,1067.8900449757896,9130.434782608696,9430.434782608696
178,7,781.6147590056062,1067.8900449757896,9173.91304347826,9473.91304347826
179,11,630.4350650170818,1067.8900449757896,9217.391304347826,9517.391304347826
180,5,617.7500769263133,1067.8900449757896,9260.869565217392,9560.869565217392
181,7,598.510900977999,1067.8900449757896,9304.347826086956,9604.347826086956
182,12,641.563952085562,1067.8900449757896,9347.826086956522,9647.826086956522
183,8,607.3014090070501,1067.8900449757896,9391.304347826088,9691.304347826088
184,13,557.200027978979,1067.8900449757896,9434.782608695652,9734.782608695652
185,38,668.7978630652651,1067.8900449757896,9478.260869565218,9778.260869565218
186,4,978.299112059176,1067.8900449757896,9521.739130434782,9821.739130434782
187,22,655.3178100148216,1067.8900449757896,9565.217391304348,9865.217391304348
188,11,689.1179939266294,1067.8900449757896,9608.695652173912,9908.695652173912
189,11,605.9382531093433,1067.8900449757896,9652.173913043478,9952.173913043478
190,34,1049.4156969944015,1067.8900449757896,9695.652173913044,9995.652173913044
191,18,728.90929505229,1067.8900449757896,9739.130434782608,10039.130434782608
192,8,583.5904919076711,1067.8900449757896,9782.608695652174,10082.608695652174
193,10,586.9011260801926,1067.8900449757896,9826.08695652174,10126.08695652174
194,8,511.13433693535626,1067.8900449757896,9869.565217391304,10169.565217391304
195,19,585.9213060466573,1067.8900449757896,9913.04347826087,10213.04347826087
196,13,648.4794970601797,1067.8900449757896,9956.521739130434,10256.521739130434
197,8,799.4050090201199,1067.8900449757896,10000.0,10300.0
198,26,1189.1454169526696,1067.8900449757896,10041.666666666666,10341.666666666666
199,11,665.5889269895852,1067.8900449757896,10083.333333333334,10383.333333333334
200,5,649.7406220296398,1067.8900449757896,10125.0,10425.0
201,6,802.5547320721671,1067.8900449757896,10166.666666666666,10466.666666666666
202,31,783.2747040083632,1067.8900449757896,10208.333333333334,10508.333333333334
203,27,919.3501499248669,1067.8900449757896,10250.0,10550.0
204,7,584.1874509351328,1067.8900449757896,10291.666666666666,10591.666666666666
205,5,796.9148519914597,1067.8900449757896,10333.333333333334,10633.333333333334
206,18,779.3941660784185,1067.8900449757896,10375.0,10675.0
207,13,632.4043370550498,1067.8900449757896,10416.666666666666,10716.666666666666
208,15,919.014216051437,1067.8900449757896,10458.333333333334,10758.333333333334
209,9,730.6220210157335,1067.8900449757896,10500.0,10800.0
210,17,475.9969930164516,1067.8900449757896,10541.666666666666,10841.666666666666
211,27,828.615408972837,1067.8900449757896,10583.333333333334,10883.333333333334
212,3,794.2173620685935,1067.8900449757896,10625.0,10925.0
213,10,589.9396260501817,1067.8900449757896,10666.666666666666,10966.666666666666
214,12,667.0177059713751,1067.8900449757896,10708.333333333334,11008.333333333334
215,10,576.7673150403425,1067.8900449757896,10750.0,11050.0
216,6,701.1947419960052,1067.8900449757896,10791.666666666666,11091.666666666666
217,11,643.1434410624206,1067.8900449757896,10833.333333333334,11133.333333333334
218,9,506.9283259799704,1067.8900449757896,10875.0,11175.0
219,8,636.2622089218348,1067.8900449757896,10916.666666666666,11216.666666666666
220,43,841.6890680091456,1067.8900449757896,10958.333333333334,11258.333333333334
221,15,499.4511129334569,1067.8900449757896,11000.0,11300.0
222,15,537.4727949965745,1067.8900449757896,11045.454545454546,11345.454545454546
223,4,795.3076199628413,1067.8900449757896,11090.90909090909,11390.90909090909
224,29,680.7426119921729,1067.8900449757896,11136.363636363636,11436.363636363636
225,5,690.9594220342115,1067.8900449757896,11181.818181818182,11481.818181818182
226,10,514.4277990330011,1067.8900449757896,11227.272727272728,11527.272727272728
227,23,565.6639069784433,1067.8900449757896,11272.727272727272,11572.727272727272
228,4,689.7253139177337,1067.8900449757896,11318.181818181818,11618.181818181818
229,4,631.3548040343449,1067.8900449757896,11363.636363636364,11663.636363636364
230,33,822.2173060057685,1067.8900449757896,11409.09090909091,11709.09090909091
231,13,573.4632880194113,1067.8900449757896,11454.545454545454,11754.545454545454
232,8,551.4826499857008,1067.8900449757896,11500.0,11800.0
233,5,690.5024880543351,1067.8900449757896,11545.454545454546,11845.454545454546
234,11,497.8125470224768,1067.8900449757896,11590.90909090909,11890.90909090909
235,26,956.594586954452,1067.8900449757896,11636.363636363636,11936.363636363636
236,11,748.218231019564,1067.8900449757896,11681.818181818182,11981.818181818182
237,15,518.3777670608833,1067.8900449757896,11727.272727272728,12027.272727272728
238,7,565.4196960385889,1067.8900449757896,11772.727272727272,12072.727272727272
239,12,612.8564020618796,1067.8900449757896,11818.181818181818,12118.181818181818
240,12,732.2219429770485,1067.8900449757896,11863.636363636364,12163.636363636364
241,3,911.4606380462646,1067.8900449757896,11909.090909090908,12209.090909090908
242,4,705.2163250045851,1067.8900449757896,11954.545454545454,12254.545454545454
243,12,499.70153102185577,1067.8900449757896,12000.0,12300.0
244,15,398.41181598603725,1067.8900449757896,12045.454545454546,12345.454545454546
245,3,762.4093620106578,1067.8900449757896,12090.90909090909,12390.90909090909
246,30,757.5200039427727,1067.8900449757896,12136.363636363636,12436.363636363636
247,5,836.7744439747185,1067.8900449757896,12181.818181818182,12481.818181818182
248,7,749.0579650038853,1067.8900449757896,12227.272727272728,12527.272727272728
249,17,568.6056870035827,1067.8900449757896,12272.727272727272,12572.727272727272
250,5,606.3078220468014,1067.8900449757896,12318.181818181818,12618.181818181818
251,10,747.7433629101142,1067.8900449757896,12363.636363636364,12663.636363636364
252,13,577.1279709879309,1067.8900449757896,12409.09090909091,12709.09090909091
253,8,485.9738339437172,1067.8900449757896,12454.545454545454,12754.545454545454
254,19,582.906867028214,1067.8900449757896,12500.0,12800.0
255,6,584.0566349215806,1067.8900449757896,12545.454545454546,12845.454545454546
256,11,625.61137706507,1067.8900449757896,12590.90909090909,12890.90909090909
257,7,622.5848069880158,1067.8900449757896,12636.363636363636,12936.363636363636
258,17,525.0974129885435,1067.8900449757896,12681.818181818182,12981.818181818182
259,8,596.8182219658047,1067.8900449757896,12727.272727272728,13027.272727272728
260,8,634.6296709962189,1067.8900449757896,12772.727272727272,13072.727272727272
261,11,565.1072439504787,1067.8900449757896,12818.181818181818,13118.181818181818
262,7,613.9070510398597,1067.8900449757896,12863.636363636364,13163.636363636364
263,11,578.5011020489037,1067.8900449757896,12909.090909090908,13209.090909090908
264,6,558.9043410727754,1067.8900449757896,12954.545454545454,13254.545454545454
265,3,651.1810760712251,1067.8900449757896,13000.0,13300.0
266,8,597.9420129442587,1067.8900449757896,13052.631578947368,13352.631578947368
267,9,599.2233640281484,1067.8900449757896,13105.263157894737,13405.263157894737
268,8,548.156408010982,1067.8900449757896,13157.894736842105,13457.894736842105
269,11,490.78643997199833,1067.8900449757896,13210.526315789473,13510.526315789473
270,36,818.7746530165896,1067.8900449757896,13263.157894736842,13563.157894736842
271,8,537.5756990397349,1067.8900449757896,13315.78947368421,13615.78947368421
272,7,628.5446810070425,1067.8900449757896,13368.421052631578,13668.421052631578
273,17,673.9953119540587,1067.8900449757896,13421.052631578947,13721.052631578947
274,4,681.91745900549,1067.8900449757896,13473.684210526315,13773.684210526315
275,8,655.3562600165606,1067.8900449757896,13526.315789473683,13826.315789473683
276,8,511.27031701616943,1067.8900449757896,13578.947368421053,13878.947368421053
277,22,581.4181150635704,1067.8900449757896,13631.578947368422,13931.578947368422
278,31,734.1201551025733,1067.8900449757896,13684.21052631579,13984.21052631579
279,6,593.0704380152747,1067.8900449757896,13736.842105263158,14036.842105263158
280,23,735.1489159045741,1067.8900449757896,13789.473684210527,14089.473684210527
281,31,905.041459016502,1067.8900449757896,13842.105263157895,14142.105263157895
282,11,525.3014909103513,1067.8900449757896,13894.736842105263,14194.736842105263
283,7,648.4781840117648,1067.8900449757896,13947.368421052632,14247.368421052632
284,15,555.683602928184,1067.8900449757896,14000.0,14300.0
285,21,628.6229290999472,1067.8900449757896,14058.823529411764,14358.823529411764
286,12,531.1750309774652,1067.8900449757896,14117.64705882353,14417.64705882353
287,10,678.2821730012074,1067.8900449757896,14176.470588235294,14476.470588235294
288,5,585.300509002991,1067.8900449757896,14235.29411764706,14535.29411764706
289,10,592.9778420832008,1067.8900449757896,14294.117647058823,14594.117647058823
290,4,717.0096939662471,1067.8900449757896,14352.941176470587,14652.941176470587
291,8,539.7954049985856,1067.8900449757896,14411.764705882353,14711.764705882353
292,26,901.8154670484364,1067.8900449757896,14470.588235294117,14770.588235294117
293,3,865.4063639696687,1067.8900449757896,14529.411764705883,14829.411764705883
294,16,659.2034859349951,1067.8900449757896,14588.235294117647,14888.235294117647
295,31,837.8708380041644,1067.8900449757896,14647.058823529413,14947.058823529413
296,12,765.8731249393895,1067.8900449757896,14705.882352941177,15005.882352941177
297,9,534.2609529616311,1067.8900449757896,14764.70588235294,15064.70588235294
298,19,689.060341916047,1067.8900449757896,14823.529411764706,15123.529411764706
299,13,651.453586993739,1067.8900449757896,14882.35294117647,15182.35294117647
300,12,515.4643499990925,1067.8900449757896,14941.176470588236,15241.176470588236
301,6,671.4368219254538,1067.8900449757896,15000.0,15300.0
302,7,704.987864010036,1067.8900449757896,15032.258064516129,15332.258064516129
303,7,584.2250830028206,1067.8900449757896,15064.516129032258,15364.516129032258
304,42,782.4708590051159,1067.8900449757896,15096.774193548386,15396.774193548386
305,9,671.0520380875096,1067.8900449757896,15129.032258064517,15429.032258064517
306,11,508.0284780124202,1067.8900449757896,15161.290322580646,15461.290322580646
307,22,656.0922970529646,1067.8900449757896,15193.548387096775,15493.548387096775
308,17,541.023775935173,1067.8900449757896,15225.806451612903,15525.806451612903
309,8,583.554551936686,1067.8900449757896,15258.064516129032,15558.064516129032
310,16,570.5999040510505,1067.8900449757896,15290.322580645161,15590.322580645161
311,10,504.1513559408486,1067.8900449757896,15322.58064516129,15622.58064516129
312,5,587.212497019209,1067.8900449757896,15354.838709677419,15654.838709677419
313,3,593.158904928714,1067.8900449757896,15387.09677419355,15687.09677419355
314,7,624.7723080450669,1067.8900449757896,15419.354838709678,15719.354838709678
315,43,927.7347009629012,1067.8900449757896,15451.612903225807,15751.612903225807
316,21,712.9426759202033,1067.8900449757896,15483.870967741936,15783.870967741936
317,22,560.0809250026941,1067.8900449757896,15516.129032258064,15816.129032258064
318,17,862.4960300512612,1067.8900449757896,15548.387096774193,15848.387096774193
319,18,711.0609279479831,1067.8900449757896,15580.645161290322,15880.645161290322
320,24,609.0994239784777,1067.8900449757896,15612.90322580645,15912.90322580645
321,30,726.6673549311236,1067.8900449757896,15645.161290322581,15945.161290322581
322,8,810.3997890138999,1067.8900449757896,15677.41935483871,15977.41935483871
323,11,691.235220991075,1067.8900449757896,15709.677419354839,16009.677419354839
324,27,879.7197139356285,1067.8900449757896,15741.935483870968,16041.935483870968
325,5,706.2511449912563,1067.8900449757896,15774.193548387097,16074.193548387097
326,17,638.9780540484935,1067.8900449757896,15806.451612903225,16106.451612903225
327,22,653.3648651093245,1067.8900449757896,15838.709677419354,16138.709677419354
328,9,441.8903470505029,1067.8900449757896,15870.967741935485,16170.967741935485
329,14,600.8618009509519,1067.8900449757896,15903.225806451614,16203.225806451614
330,17,745.6201280001551,1067.8900449757896,15935.483870967742,16235.483870967742
331,7,725.1423130510375,1067.8900449757896,15967.741935483871,16267.741935483871
332,29,985.9684839611872,1067.8900449757896,16000.0,16300.0
333,6,695.9805170772597,1067.8900449757896,16025.641025641025,16325.641025641025
334,6,748.7694479059428,1067.8900449757896,16051.28205128205,16351.28205128205
335,22,562.9755320260301,1067.8900449757896,16076.923076923076,16376.923076923076
336,3,770.4100909177214,1067.8900449757896,16102.564102564103,16402.5641025641
337,6,613.7716490775347,1067.8900449757896,16128.205128205129,16428.20512820513
338,38,783.9299200568348,1067.8900449757896,16153.846153846154,16453.846153846156
339,9,569.7329189861193,1067.8900449757896,16179.48717948718,16479.48717948718
340,9,551.1304619722068,1067.8900449757896,16205.128205128205,16505.128205128203
341,14,573.0774879921228,1067.8900449757896,16230.76923076923,16530.76923076923
342,3,778.421978931874,1067.8900449757896,16256.410256410256,16556.410256410258
343,6,637.7702329773456,1067.8900449757896,16282.051282051281,16582.05128205128
344,9,574.964493047446,1067.8900449757896,16307.692307692309,16607.69230769231
345,22,487.6779650803656,1067.8900449757896,16333.333333333334,16633.333333333336
346,9,571.427195915021,1067.8900449757896,16358.97435897436,16658.97435897436
347,17,596.3173410855234,1067.8900449757896,16384.615384615383,16684.615384615383
348,6,595.0258760713041,1067.8900449757896,16410.25641025641,16710.25641025641
349,13,596.7850009910762,1067.8900449757896,16435.897435897437,16735.897435897437
350,4,737.5357929849997,1067.8900449757896,16461.53846153846,16761.53846153846
351,3,768.5256589902565,1067.8900449757896,16487.17948717949,16787.17948717949
352,17,597.7531219832599,1067.8900449757896,16512.82051282051,16812.82051282051
353,15,558.00116492901,1067.8900449757896,16538.46153846154,16838.46153846154
354,4,674.8786580283195,1067.8900449757896,16564.102564102563,16864.102564102563
355,6,617.1053959988058,1067.8900449757896,16589.74358974359,16889.74358974359
356,11,615.5700730159879,1067.8900449757896,16615.384615384617,16915.384615384617
357,11,638.8838549610227,1067.8900449757896,16641.02564102564,16941.02564102564
358,16,538.4188530733809,1067.8900449757896,16666.666666666668,16966.666666666668
359,11,502.60868901386857,1067.8900449757896,16692.30769230769,16992.30769230769
360,12,588.4959439281374,1067.8900449757896,16717.94871794872,17017.94871794872
361,5,679.1732319397852,1067.8900449757896,16743.589743589742,17043.589743589742
362,12,514.9722719797865,1067.8900449757896,16769.23076923077,17069.23076923077
363,6,814.5996960811317,1067.8900449757896,16794.871794871797,17094.871794871797
364,5,854.1828920133412,1067.8900449757896,16820.51282051282,17120.51282051282
365,21,583.2957519451156,1067.8900449757896,16846.153846153848,17146.153846153848
366,19,509.48751298710704,1067.8900449757896,16871.79487179487,17171.79487179487
367,4,682.9110638936982,1067.8900449757896,16897.4358974359,17197.4358974359
368,9,721.6835509752855,1067.8900449757896,16923.076923076922,17223.076923076922
369,8,741.2447369424626,1067.8900449757896,16948.71794871795,17248.71794871795
370,7,696.0416220827028,1067.8900449757896,16974.358974358973,17274.358974358973
371,44,753.3259789925069,1067.8900449757896,17000.0,17300.0
372,3,786.9887729175389,1067.8900449757896,17034.48275862069,17334.48275862069
373,12,661.6119010141119,1067.8900449757896,17068.96551724138,17368.96551724138
374,13,576.7173439962789,1067.8900449757896,17103.44827586207,17403.44827586207
375,4,522.3411039914936,1067.8900449757896,17137.931034482757,17437.931034482757
376,14,563.5074850870296,1067.8900449757896,17172.41379310345,17472.41379310345
377,13,749.14866394829,1067.8900449757896,17206.896551724138,17506.896551724138
378,16,589.8464350029826,1067.8900449757896,17241.379310344826,17541.379310344826
379,6,671.4301509782672,1067.8900449757896,17275.862068965518,17575.862068965518
380,11,577.2052950924262,1067.8900449757896,17310.344827586207,17610.344827586207
381,15,523.7023349618539,1067.8900449757896,17344.827586206895,17644.827586206895
