# {"slo_ms": 186, "debug": false, "no_nexus": false, "reqs": "/workdir/DynWork/multimodal_dataset/repeat-4/Multimodal/Azure/incoming_rate_36.36/Modal_num/four_modal/jobs.bucketed.csv", "bindir": "/tmp/build/nexus-bin", "outdir": "/workdir/DynWork/multimodal_dataset/repeat-4/Multimodal/Azure/incoming_rate_36.36/Modal_num/four_modal/2_x_P99/nexus", "pause": false, "image": "Chihuahua1_bvdb.jpg", "maxb": 8, "latencies": "/workdir/DynWork/multimodal_dataset/repeat-4/Multimodal/Azure/incoming_rate_36.36/Modal_num/four_modal/latencies.csv", "reproducibility": {"command_line": "python dynamic_test.py --slo_ms 186 --maxb 8 --bindir /tmp/build/nexus-bin Chihuahua1_bvdb.jpg /workdir/DynWork/multimodal_dataset/repeat-4/Multimodal/Azure/incoming_rate_36.36/Modal_num/four_modal/jobs.bucketed.csv /workdir/DynWork/multimodal_dataset/repeat-4/Multimodal/Azure/incoming_rate_36.36/Modal_num/four_modal/latencies.csv /workdir/DynWork/multimodal_dataset/repeat-4/Multimodal/Azure/incoming_rate_36.36/Modal_num/four_modal/2_x_P99/nexus", "time": "Sat Apr  2 20:49:48 2022", "git_root": "/workdir/nexus", "git_url": "https://github.com/Aetf/nexus/tree/660705b33cdfaa936d8aa5d1e41166826dbfe4e7", "git_has_uncommitted_changes": false}}
JobId,Length,Admitted,Started,Finished,Latency,State,EName
0,46.81633378580812,0.0,4.784890979528427,61.08389097952843,56.299,done,
1,89.54813874386333,25.882352941176467,32.27431298792362,150.82631298792364,118.552,done,
2,93.58815462089748,51.764705882352935,85.82259498536587,293.78059498536584,207.958,done,
3,43.04789729312223,77.6470588235294,221.402149990201,493.500149990201,272.098,done,
4,21.42216044129544,103.52941176470588,59.73873099684715,293.8097309968472,234.071,done,
5,36.1362981325551,129.41176470588235,113.14513698220252,293.9821369822025,180.837,done,
6,21.148636922377182,155.2941176470588,140.57321798801422,493.2712179880142,352.698,done,
7,86.53901689776752,181.17647058823528,302.72500798106194,493.9810079810619,191.256,error,
8,42.42861681243252,207.0588235294117,166.63280498981476,493.5068049898148,326.874,done,
9,45.18337830170438,232.9411764705882,193.9726219922304,493.7416219922304,299.769,done,
10,64.88045244048439,258.8235294117647,248.82262298464772,493.9066229846477,245.084,done,
11,44.90481953498392,284.7058823529412,276.25070199370384,494.02770199370383,217.777,done,
12,91.50434717956163,310.5882352941176,330.06374399363995,704.63074399364,374.567,done,
13,22.88665501472649,336.4705882352941,357.49649798870087,705.1294979887009,347.633,done,
14,67.96031942921633,362.35294117647055,608.2323649823666,936.4543649823665,328.222,done,
15,41.38777473942889,388.235294117647,655.1086719930172,936.8466719930173,281.738,done,
16,65.43842764212322,414.1176470588235,384.9422589987517,704.7722589987517,319.83,done,
17,87.43813330104304,440.0,412.3812209814787,705.2362209814787,292.855,done,
18,67.71135292655013,463.157894736842,439.8125349879265,705.4215349879264,265.609,done,
19,63.19040768322102,486.31578947368416,467.2441479861736,705.7811479861736,238.537,done,
20,44.44877434680184,509.47368421052624,490.6932919919491,705.5202919919491,214.827,error,
21,41.66005517831972,532.6315789473683,514.8422259837389,705.9422259837389,191.1,error,
22,23.59915584581614,555.7894736842104,538.2084749937057,936.2844749937058,398.076,done,
23,90.11377816860994,578.9473684210525,818.8973419815302,1168.5203419815302,349.623,done,
24,44.83625036974115,602.1052631578947,584.888946980238,937.367946980238,352.479,done,
25,45.150322758431024,625.2631578947368,631.6364189982414,937.0194189982415,305.383,done,
26,88.90426165547665,648.4210526315788,678.5768549889326,937.4948549889326,258.918,done,
27,22.980265663433563,671.578947368421,702.053258985281,937.612258985281,235.559,error,
28,18.616739654894623,694.7368421052631,561.5414090007544,938.2644090007543,376.723,done,
29,65.46124579942847,717.8947368421052,725.4802989810705,937.8162989810705,212.336,error,
30,68.58798279889379,741.0526315789473,748.8803509920835,938.2693509920836,189.389,error,
31,44.02741405685154,764.2105263157894,772.2381109893322,1168.9401109893322,396.702,done,
32,67.92124696271777,787.3684210526314,795.5685479938984,1169.3605479938983,373.792,done,
33,62.80166909999817,810.5263157894735,944.8473809808492,1169.8713809808492,225.024,error,
34,43.72651933894503,833.6842105263156,842.250344991684,1169.607344991684,327.357,done,
35,44.75412501866509,856.8421052631578,865.5861499905586,1169.7471499905587,304.161,done,
36,90.39160749581288,879.9999999999999,889.0334129929543,1170.2514129929543,281.218,done,
37,91.0211054039147,911.4285714285712,912.574634000659,1170.437634000659,257.863,done,
38,20.591701004325703,942.8571428571428,977.2502609938384,1170.7732609938384,193.523,error,
39,15.176954167895405,974.285714285714,1009.5789229869844,1350.5069229869844,340.928,done,
40,67.12112204875424,1005.7142857142856,1041.9262599796057,1351.0292599796057,309.103,done,
41,88.7899634645108,1037.1428571428569,1074.2769059985876,1350.7959059985876,276.519,done,
42,64.40866610035275,1068.5714285714284,1106.6582239866257,1351.5282239866256,244.87,done,
43,87.84866583130986,1099.9999999999998,1139.031594991684,1351.266594991684,212.235,done,
44,88.43478749590183,1131.428571428571,1170.7465189993382,1554.4175189993382,383.671,done,
45,71.76002106885,1162.857142857143,1202.4618429988625,1554.8468429988625,352.385,done,
46,66.72878158144898,1194.2857142857142,1362.2939439862969,1555.243943986297,192.95,error,
47,63.66114041680155,1225.7142857142856,1234.1591499894855,1555.0651499894855,320.906,done,
48,45.67931615375409,1257.1428571428569,1265.8336640000343,1556.0316640000342,290.198,done,
49,18.35638194405235,1288.5714285714284,1297.5754949748516,1555.3634949748516,257.788,done,
50,65.5179242254793,1319.9999999999998,1329.393616989255,1555.701616989255,226.308,done,
51,91.26295612051044,1345.8823529411764,1390.149200990796,1765.077200990796,374.928,done,
52,66.05413350985225,1371.7647058823527,1417.8482469916344,1765.2872469916344,347.439,done,
53,42.242845522224975,1397.6470588235293,1445.588027998805,1765.809027998805,320.221,done,
54,65.72291598681178,1423.5294117647056,1473.1138729900122,1765.9178729900123,292.804,done,
55,44.41432684726671,1449.4117647058822,1500.7496019899845,1765.9336019899845,265.184,done,
56,44.79633476358151,1475.2941176470586,1528.6068819910288,1766.0128819910287,237.406,done,
57,19.665671394490943,1501.1764705882351,1555.5905019938946,1765.7935019938946,210.203,error,
58,93.10162144434804,1527.0588235294117,1581.7549169808626,2004.1099169808626,422.355,done,
59,66.16824987402444,1552.941176470588,1609.7634729892015,2004.6024729892015,394.839,done,
60,20.855142140093204,1578.8235294117644,1637.5265489816666,2004.8035489816666,367.277,done,
61,66.49396329333243,1604.705882352941,1665.346666991711,2005.2266669917108,339.88,done,
62,41.81352165354835,1630.5882352941176,1692.8146279901266,2005.3786279901267,312.564,done,
63,44.223442625210886,1656.470588235294,1720.4774069935083,2005.4584069935083,284.981,done,
64,25.27051942869581,1682.3529411764705,1748.2961349785328,2006.147134978533,257.851,done,
65,24.80235528154534,1708.2352941176468,1774.4230709820986,2005.5850709820986,231.162,error,
66,65.23412445259511,1734.1176470588234,1802.2607319951055,2005.9357319951055,203.675,error,
67,39.12416344786711,1759.9999999999998,1830.1465909779072,2163.2725909779074,333.126,done,
68,20.067074485044365,1787.4999999999998,1858.5760019868608,2163.2450019868606,304.669,done,
69,68.20048461185267,1815.0,1886.349651992321,2164.215651992321,277.866,done,
70,40.073502774167125,1842.5,1914.7942859977484,2163.5382859977485,248.744,done,
71,44.06149165454031,1870.0,1942.488866984844,2163.738866984844,221.25,done,
72,68.53200907521781,1897.5,1970.257827997208,2164.141827997208,193.884,done,
73,63.12296680506493,1925.0,1998.1928359866145,2359.9388359866143,361.746,done,
74,44.31787327112632,1952.4999999999995,2026.7470759898424,2360.3540759898424,333.607,done,
75,20.387458416806226,1979.9999999999995,2307.733199983835,2567.235199983835,259.502,done,
76,40.55078392419376,2007.4999999999995,2055.3726719915867,2360.5636719915865,305.191,done,
77,85.46889240214335,2034.9999999999995,2083.257223978638,2360.192223978638,276.935,done,
78,16.95688310823834,2062.4999999999995,2111.2736509889364,2360.7396509889363,249.466,done,
79,21.23325931682664,2089.9999999999995,2139.1008979976177,2360.7968979976176,221.696,done,
80,89.1787423563272,2117.4999999999995,2167.3343539834023,2360.5753539834022,193.241,error,
81,70.73299324738706,2144.9999999999995,2195.350363984704,2566.182363984704,370.832,done,
82,21.268558403783896,2172.4999999999995,2223.318801984191,2567.057801984191,343.739,done,
83,62.52448819093607,2199.9999999999995,2476.9061909914017,2779.8881909914016,302.982,done,
84,20.44841803320464,2227.4999999999995,2251.3427269756794,2566.5367269756794,315.194,done,
85,20.29741124335203,2254.9999999999995,2279.298255980015,2567.6172559800148,288.319,done,
86,44.12520673805886,2282.4999999999995,2336.1413929909468,2567.9393929909465,231.798,done,
87,63.96610748565742,2309.9999999999995,2364.838497981429,2567.613497981429,202.775,error,
88,20.82921521013471,2337.4999999999995,2392.7409259825945,2779.6619259825943,386.921,done,
89,44.96759674705799,2364.9999999999995,2420.743543982506,2780.3615439825057,359.618,done,
90,43.07426927700048,2392.4999999999995,2589.3835609853268,2780.8735609853265,191.49,error,
