# {"reqs": "/workdir/DynWork/log/NLP/syn/LenScale_0.01/summarization/t5_cnn/jobs.csv", "image": "Chihuahua1_bvdb.jpg", "slo_ms": 276, "bindir": "/tmp/build/nexus-remote", "latencies": "/workdir/DynWork/log/NLP/syn/LenScale_0.01/summarization/t5_cnn/latencies.csv", "no_nexus": false, "pause": false, "debug": false, "maxb": 8, "outdir": "/workdir/DynWork/log/NLP/syn/LenScale_0.01/summarization/t5_cnn/1.5_x_P99/nexus", "reproducibility": {"command_line": "python dynamic_test.py --maxb 8 --slo_ms 276 --bindir /tmp/build/nexus-remote Chihuahua1_bvdb.jpg /workdir/DynWork/log/NLP/syn/LenScale_0.01/summarization/t5_cnn/jobs.csv /workdir/DynWork/log/NLP/syn/LenScale_0.01/summarization/t5_cnn/latencies.csv /workdir/DynWork/log/NLP/syn/LenScale_0.01/summarization/t5_cnn/1.5_x_P99/nexus", "time": "Sat Dec 11 10:38:41 2021"}}
JobId,Length,Admitted,Started,Finished,Latency,State,EStatus
0,67.92360125982668,34.56159371493405,39.88138806819916,118.00038806819916,78.119,done,
1,91.7608826200012,58.46738572625655,88.67503106594086,218.52803106594087,129.853,done,
2,56.36009108973667,82.37317773757906,186.4017320871353,356.37073208713525,169.969,done,
3,69.4648597901687,106.27896974890156,64.30048704147339,218.6234870414734,154.323,done,
4,35.98824363958556,130.18476176022403,113.0492860674858,218.7022860674858,105.653,done,
5,67.66530847002288,154.09055377154655,137.66796106100082,356.35496106100084,218.687,done,
6,84.9462194298394,177.996345782869,259.7204050421715,556.7174050421715,296.997,done,
7,120.70825878996402,201.90213779419156,284.25882905721664,556.8818290572167,272.623,done,
8,44.554322810145095,225.807929805514,162.01576602458954,356.4597660245895,194.444,done,
9,71.42872207972687,249.7137218168365,210.7792530655861,356.5412530655861,145.762,done,
10,183.63424898998343,273.61951382815903,235.2769800424576,556.9849800424577,321.708,done,
11,74.93950269999914,345.619382440632,503.8297300934792,662.8087300934792,158.979,done,
12,96.7575765599031,417.619251053105,356.7520650625229,662.6090650625229,305.857,done,
13,85.686117450241,489.619119665578,430.4314370751381,662.923437075138,232.492,done,
14,56.06470185040962,561.618988278051,576.7738870382309,731.4178870382309,154.644,done,
15,65.44839303998742,633.6188568905238,650.1615090370178,731.5805090370178,81.419,done,
16,30.88955838000402,705.6187255029969,723.5627880692482,762.4007880692482,38.838,done,
17,69.74397677986417,777.6185941154699,795.94400203228,871.68200203228,75.738,done,
18,52.93720525980461,849.618462727943,869.403550028801,928.055550028801,58.652,done,
19,60.04870630975347,921.618331340416,942.6061940193176,1008.2751940193176,65.669,done,
20,45.14844458957669,993.6181999528892,1014.7432280778884,1065.6532280778883,50.91,done,
21,64.04709095950238,1353.5170364153291,1375.4743260741234,1444.6043260741235,69.13,done,
22,192.70870640000803,1713.4158728777688,1736.4129360318184,1934.8769360318183,198.464,done,
23,52.22540677990765,2073.3147093402085,2097.4679740071297,2154.98197400713,57.514,done,
24,62.13842973986175,2433.213545802648,2457.7627190351486,2525.9437190351487,68.181,done,
25,99.40851705963723,2793.112382265088,2818.65855807066,2923.8135580706603,105.155,done,
26,81.01140313956421,3153.011218727528,3179.5982890725136,3266.4082890725135,86.81,done,
27,56.02710314968135,3512.910055189968,3540.2262620329857,3601.7342620329855,61.508,done,
28,239.0352209203411,3872.808891652408,3900.532780051232,4144.995780051232,244.463,done,
29,61.69241196010262,4232.707728114847,4261.526192069054,4328.752192069053,67.226,done,
30,38.56825409980957,4592.606564577287,4622.472606062889,4666.4656060628895,43.993,done,
31,37.11479088990018,4599.882907233963,4630.775974035263,4778.239974035263,147.464,done,
32,18.49994985037484,4607.15924989064,4639.070947051048,4778.364947051048,139.294,done,
33,97.90979749988765,4614.435592547316,4655.784264087677,4778.493264087677,122.709,done,
34,43.12802105967421,4621.711935203994,4671.944549024105,4899.606549024105,227.662,done,
35,31.58291972998996,4628.98827786067,4680.352965056896,4899.762965056896,219.41,done,
36,56.6441590996692,4636.264620517346,4688.673056066036,4899.974056066037,211.301,done,
37,91.28363886033183,4643.540963174023,4697.003004074097,4900.036004074097,203.033,done,
38,54.47758559021168,4650.817305830699,4737.6531510949135,5072.045151094913,334.392,done,
39,79.10561049997341,4658.093648487376,4773.589068055153,5072.176068055152,298.587,error,7.0
40,30.47566460969392,4665.369991144053,4647.38884305954,4778.78984305954,131.401,done,
41,71.54383806977421,4667.888282101868,4664.096049070358,4900.149049070358,236.053,done,
42,46.79143782996107,4670.406573059683,4705.32533800602,4900.190338006019,194.865,done,
43,60.84362116991542,4672.924864017499,4708.666479051113,4900.279479051113,191.613,done,
44,129.82566211023368,4675.443154975314,4712.089804053307,4900.260804053307,188.171,done,
45,46.69067858019844,4677.96144593313,4715.559327065945,5071.417327065945,355.858,done,
46,65.990721739945,4680.479736890945,4905.943368077278,5301.866368077278,395.923,done,
47,110.47428641992155,4682.99802784876,4971.815809071064,5302.016809071064,330.201,done,
48,55.61805767007172,4685.516318806576,4720.367504000664,5071.603504000664,351.236,done,
49,91.17034909024368,4688.034609764392,4723.848769068718,5071.623769068718,347.775,done,
50,54.53727713029366,4690.552900722207,4727.303995013237,5071.863995013237,344.56,done,
51,94.33404718991368,4722.832437885781,4730.738952040672,5071.957952040672,341.219,done,
52,173.87964816996828,4755.1119750493535,4734.197985053062,5072.1489850530625,337.951,done,
53,152.25728821998928,4787.391512212927,4741.121601045132,5072.293601045132,331.172,done,
54,120.30222273024263,4819.671049376501,4806.276148021221,5301.628148021221,495.352,done,
55,103.59786921006162,4851.950586540075,5203.588440060616,5479.151440060617,275.563,done,
56,106.37589417980053,4884.230123703648,4839.630427062511,5302.324427062512,462.694,done,
57,29.77062387974001,4916.509660867221,4872.981259047985,5301.955259047985,428.974,done,
58,74.80406546965241,4948.789198030795,4939.310792028904,5302.084792028904,362.774,done,
59,72.08056004019454,4981.068735194368,5004.313483059406,5302.388483059406,298.075,done,
60,143.87962830020118,5013.348272357942,5037.682589054108,5302.682589054108,265.0,done,
61,66.99674257950392,5057.555149544319,5070.083870053291,5479.042870053291,408.959,done,
62,119.92885135987308,5101.762026730696,5114.86450701952,5479.389507019519,364.525,done,
63,62.255482469918206,5145.968903917073,5159.217447042465,5479.328447042465,320.111,done,
64,74.63962226989679,5190.1757811034495,5247.957170009613,5479.526170009613,231.569,done,
65,50.87012149975635,5234.382658289826,5292.318676054478,5479.595676054478,187.277,done,
66,92.9149877402233,5278.589535476203,5337.230149030685,5585.252149030685,248.022,done,
67,47.43444819992874,5322.79641266258,5381.603076040745,5585.6060760407445,204.003,done,
68,51.39567895035725,5367.003289848957,5425.922643065453,5585.457643065452,159.535,done,
69,47.03473083034624,5411.210167035334,5470.25102609396,5585.78402609396,115.533,done,
70,64.4109799497528,5455.417044221711,5515.27351808548,5649.73351808548,134.46,done,
71,96.80718070012516,5558.457492036129,5618.454965054989,5746.954965054989,128.5,done,
72,52.01750237960368,5661.497939850548,5723.383026063442,5799.068026063443,75.685,done,
73,54.6251805400243,5764.538387664967,5826.596153080463,5887.161153080463,60.565,done,
74,97.6800430403091,5867.578835479385,5930.690201044083,6034.194201044083,103.504,done,
75,63.38678838044871,5970.619283293804,6034.558563053608,6103.793563053608,69.235,done,
76,41.07417750987224,6073.659731108222,6138.306829035282,6185.180829035282,46.874,done,
77,65.35310078994371,6176.700178922641,6241.632649064064,6312.749649064064,71.117,done,
78,78.08194935962092,6279.740626737059,6345.220953047276,6429.258953047276,84.038,done,
79,50.769343469874,6382.781074551478,6448.725079059601,6505.244079059601,56.519,done,
80,57.794384739827365,6485.821522365896,6552.683781027794,6616.121781027794,63.438,done,
81,101.95976993010844,6605.006323518517,6672.574659049511,6781.161659049511,108.587,done,
82,58.73995098983869,6724.191124671138,6792.623404026032,6857.572404026032,64.949,done,
83,36.60696123028174,6843.375925823759,6912.022774040699,6957.139774040699,45.117,done,
84,47.28302449977491,6962.56072697638,7031.639514029026,7085.372514029026,53.733,done,
85,67.3636235302547,7081.745528129,7151.938832044601,7226.426832044602,74.488,done,
86,73.23761217994615,7200.930329281621,7271.9599150419235,7350.707915041923,78.748,done,
87,113.78101698006505,7320.115130434242,7391.42403703928,7513.28703703928,121.863,done,
88,46.30685752956197,7439.299931586863,7511.922009050846,7573.0580090508465,61.136,done,
89,43.385976259596646,7558.484732739484,7631.626034080982,7680.932034080982,49.306,done,
90,83.2190515997354,7677.669533892106,7751.556486010551,7840.396486010552,88.84,done,
