# {"maxb": 8, "image": "Chihuahua1_bvdb.jpg", "bindir": "/tmp/build/nexus-bin", "no_nexus": false, "reqs": "/workdir/DynWork/multimodal_dataset/repeat-5/Multimodal/Azure/incoming_rate_36.36/Modal_num/two_modal/jobs.bucketed.csv", "latencies": "/workdir/DynWork/multimodal_dataset/repeat-5/Multimodal/Azure/incoming_rate_36.36/Modal_num/two_modal/latencies.csv", "pause": false, "outdir": "/workdir/DynWork/multimodal_dataset/repeat-5/Multimodal/Azure/incoming_rate_36.36/Modal_num/two_modal/5_x_P99/nexus", "slo_ms": 448, "debug": false, "reproducibility": {"command_line": "python dynamic_test.py --slo_ms 448 --maxb 8 --bindir /tmp/build/nexus-bin Chihuahua1_bvdb.jpg /workdir/DynWork/multimodal_dataset/repeat-5/Multimodal/Azure/incoming_rate_36.36/Modal_num/two_modal/jobs.bucketed.csv /workdir/DynWork/multimodal_dataset/repeat-5/Multimodal/Azure/incoming_rate_36.36/Modal_num/two_modal/latencies.csv /workdir/DynWork/multimodal_dataset/repeat-5/Multimodal/Azure/incoming_rate_36.36/Modal_num/two_modal/5_x_P99/nexus", "time": "Sat Apr  2 21:35:09 2022", "git_root": "/workdir/nexus", "git_url": "https://github.com/Aetf/nexus/tree/660705b33cdfaa936d8aa5d1e41166826dbfe4e7", "git_has_uncommitted_changes": false}}
JobId,Length,Admitted,Started,Finished,Latency,State,EName
0,62.33153781643015,0.0,2.748920008540153,77.50492000854015,74.756,done,
1,71.46075603251072,22.0,25.49406200647354,186.39306200647354,160.899,done,
2,86.12704877775099,43.99999999999999,48.328161016106606,186.5871610161066,138.259,done,
3,33.31965347674159,65.99999999999999,71.03877601027489,336.3467760102749,265.308,done,
4,73.31274685468478,87.99999999999999,93.56351800262928,336.7465180026293,243.183,done,
5,39.46215463023304,110.0,116.29716901481152,336.8551690148115,220.558,done,
6,41.96874554801278,131.99999999999997,139.39818701148033,336.8511870114803,197.453,done,
7,36.88143111214229,153.99999999999997,161.72569401562214,337.21969401562217,175.494,done,
8,79.71924231385744,175.99999999999997,230.79030001163483,536.2303000116349,305.44,done,
9,86.72775424818818,198.0,258.7103070169687,536.6273070169686,277.917,done,
10,43.23103626022678,220.0,286.9587560147047,536.8617560147047,249.903,done,
11,31.03531624065359,247.5,435.6764370054007,704.4264370054007,268.75,done,
12,31.769978046269955,274.99999999999994,184.9049730151892,536.2099730151892,351.305,done,
13,54.923584568842536,302.49999999999994,208.003398001194,537.456398001194,329.453,done,
14,34.3918659687186,329.99999999999994,315.250225007534,537.177225007534,221.927,done,
15,30.37390889007948,351.99999999999994,343.8189859986305,704.3509859986304,360.532,done,
16,40.83213358945662,374.0,366.5641790032387,705.0411790032387,338.477,done,
17,50.74855216457675,396.0,389.5545900017023,704.6855900017023,315.131,done,
18,42.5430691122691,418.0,412.6151920109987,705.1241920109987,292.509,done,
19,40.11479911124152,440.0,458.6526620090008,705.2546620090008,246.602,done,
20,27.69304574713654,467.5,487.03010000288486,704.9941000028848,217.964,done,
21,59.26584231137356,494.9999999999999,515.4210240095854,705.4910240095853,190.07,done,
22,70.20651981827288,522.4999999999999,543.9061489999294,866.3821489999294,322.476,done,
23,36.38658428633082,549.9999999999999,571.7451250106096,867.2451250106096,295.5,done,
24,34.56754021007646,577.4999999999999,599.7278640121222,867.0178640121221,267.29,done,
25,61.129531336111626,604.9999999999999,627.9674140065908,867.1074140065908,239.14,done,
26,38.52175228174578,632.4999999999999,656.3527780175209,867.4547780175209,211.102,done,
27,33.16468093850904,659.9999999999999,684.7445360124111,867.6945360124112,182.95,done,
28,35.256461616506755,687.4999999999999,713.0314230024815,1034.3444230024816,321.313,done,
29,32.61845979985846,714.9999999999999,740.9899690151215,1035.0349690151215,294.045,done,
30,34.20835768385075,742.4999999999999,769.0056640207767,1035.0876640207766,266.082,done,
31,82.13827656226668,769.9999999999999,797.1157740056515,1035.1047740056515,237.989,done,
32,76.4288446000974,797.4999999999999,825.2264360040426,1035.2014360040425,209.975,done,
33,81.3620430990093,824.9999999999999,853.3508520126343,1228.9498520126342,375.599,done,
34,28.512633484008564,852.4999999999999,881.1431210041046,1229.2651210041047,348.122,done,
35,84.52383879071552,879.9999999999999,909.1931940019132,1229.4971940019132,320.304,done,
36,73.13255690640713,907.5,937.2877190113068,1229.5117190113067,292.224,done,
37,37.50844584614653,935.0,965.3663730174304,1229.6673730174305,264.301,done,
38,34.71899315892284,962.5,993.4454770088196,1229.8454770088197,236.4,done,
39,22.922315615724838,990.0,1021.5373540073632,1418.5703540073632,397.033,done,
40,63.27736935732497,1017.5,1049.653752014041,1418.759752014041,369.106,done,
41,68.34564936967139,1044.9999999999998,1386.0024490207434,1631.3064490207435,245.304,done,
42,24.780835687979355,1072.4999999999998,1077.8496440052986,1419.0096440052987,341.16,done,
43,48.609966298837456,1099.9999999999998,1105.8983020037413,1419.0683020037413,313.17,done,
44,73.65355840658953,1136.6666666666663,1134.0319880098104,1419.2059880098104,285.174,done,
45,71.06560168314797,1173.333333333333,1172.1630540192127,1419.4010540192128,247.238,done,
46,29.50139062033155,1209.9999999999998,1210.255020007491,1419.507020007491,209.252,done,
47,75.53904220644215,1231.9999999999998,1247.548323005438,1630.4093230054382,382.861,done,
48,73.8228225134072,1253.9999999999998,1270.6322190016508,1630.7952190016508,360.163,done,
49,78.28136513654904,1275.9999999999998,1293.643552005291,1630.767552005291,337.124,done,
50,65.14134742605185,1297.9999999999998,1316.7665260136127,1631.0335260136128,314.267,done,
51,74.00452199208503,1319.9999999999998,1339.8621060103178,1631.5991060103179,291.737,done,
52,82.4068508245534,1341.9999999999998,1362.8731300085783,1631.4761300085784,268.603,done,
53,42.22072663599951,1363.9999999999998,1409.2481140196323,1861.4901140196323,452.242,done,
54,31.57381106758496,1385.9999999999998,1431.7619800120592,1862.2359800120591,430.474,done,
55,81.6074066552416,1407.9999999999998,1649.0448770076036,2088.0808770076037,439.036,done,
56,45.85877039497685,1429.9999999999998,1705.4657740145922,2088.6787740145924,383.213,done,
57,72.44145176695127,1451.9999999999998,1454.8960470110178,1862.169047011018,407.273,done,
58,39.65946788635063,1473.9999999999998,1477.9167480021715,1862.4377480021715,384.521,done,
